ADATE,Year,Month,Day,Anamolytype,Anamoly
1983-03-17,1983,3,17,SEU,1
1984-01-29,1984,1,29,SEU,1
1984-02-02,1984,2,2,SEU,1
1984-05-19,1984,5,19,SEU,1
1984-08-09,1984,8,9,SEU,1
1984-11-30,1984,11,30,SEU,1
1985-04-21,1985,4,21,SEU,1
1985-05-20,1985,5,20,SEU,1
1985-06-30,1985,6,30,SEU,1
1975-12-13,1975,12,13,UNK,1
1977-03-01,1977,3,1,UNK,1
1980-03-01,1980,3,1,UNK,1
1980-04-08,1980,4,8,UNK,1
1980-07-08,1980,7,8,UNK,1
1980-07-21,1980,7,21,UNK,1
1980-08-13,1980,8,13,UNK,1
1980-08-20,1980,8,20,UNK,1
1980-08-21,1980,8,21,UNK,1
1983-07-06,1983,7,6,UNK,1
1984-10-16,1984,10,16,UNK,1
1985-04-16,1985,4,16,UNK,1
1976-03-26,1976,3,26,UNK,1
1979-09-01,1979,9,1,UNK,1
1983-04-01,1983,4,1,UNK,1
1983-09-08,1983,9,8,UNK,1
1985-04-01,1985,4,1,UNK,1
1979-12-01,1979,12,1,UNK,1
1982-04-13,1982,4,13,UNK,1
1985-04-02,1985,4,2,UNK,1
1986-02-19,1986,2,19,UNK,1
1982-01-16,1982,1,16,UNK,1
1991-04-01,1991,4,1,UNK,1
1991-07-08,1991,7,8,UNK,1
1991-08-03,1991,8,3,UNK,1
1991-08-22,1991,8,22,UNK,1
1991-09-14,1991,9,14,UNK,1
1991-09-28,1991,9,28,UNK,1
1991-09-30,1991,9,30,UNK,1
1991-10-02,1991,10,2,UNK,1
1991-10-04,1991,10,4,UNK,1
1991-10-25,1991,10,25,UNK,1
1991-10-26,1991,10,26,UNK,1
1991-10-27,1991,10,27,UNK,1
1991-10-28,1991,10,28,UNK,1
1991-10-31,1991,10,31,UNK,1
1989-05-26,1989,5,26,UNK,1
1988-02-24,1988,2,24,UNK,1
1981-06-01,1981,6,1,UNK,1
1981-07-01,1981,7,1,UNK,1
1984-11-01,1984,11,1,UNK,1
1985-01-17,1985,1,17,UNK,1
1985-09-01,1985,9,1,UNK,1
1985-01-01,1985,1,1,UNK,1
1985-01-24,1985,1,24,UNK,1
1990-03-15,1990,3,15,UNK,1
1981-01-05,1981,1,5,UNK,1
1981-02-13,1981,2,13,ESD,1
1981-06-11,1981,6,11,UNK,1
1981-11-18,1981,11,18,ESD,1
1982-06-11,1982,6,11,ESD,1
1982-06-27,1982,6,27,ESD,1
1983-09-21,1983,9,21,ESD,1
1983-11-06,1983,11,6,SEU,1
1983-11-21,1983,11,21,SEU,1
1983-11-23,1983,11,23,SEU,1
1983-12-07,1983,12,7,ESD,1
1983-12-17,1983,12,17,SEU,1
1984-02-10,1984,2,10,SEU,1
1984-03-20,1984,3,20,ESD,1
1984-04-22,1984,4,22,ESD,1
1984-07-20,1984,7,20,SEU,1
1984-11-21,1984,11,21,SEU,1
1984-11-25,1984,11,25,SEU,1
1984-12-18,1984,12,18,SEU,1
1985-10-02,1985,10,2,ESD,1
1985-10-09,1985,10,9,ESD,1
1985-12-03,1985,12,3,SEU,1
1986-02-26,1986,2,26,SEU,1
1986-03-01,1986,3,1,SEU,1
1986-08-09,1986,8,9,SEU,1
1986-09-02,1986,9,2,SEU,1
1986-09-03,1986,9,3,SEU,1
1987-02-24,1987,2,24,SEU,1
1987-09-21,1987,9,21,ESD,1
1987-09-24,1987,9,24,ESD,1
1987-11-15,1987,11,15,SEU,1
1987-11-27,1987,11,27,ESD,1
1987-12-18,1987,12,18,ESD,1
1988-01-14,1988,1,14,SEU,1
1988-01-20,1988,1,20,SEU,1
1988-02-05,1988,2,5,ESD,1
1984-02-25,1984,2,25,UNK,1
1984-11-17,1984,11,17,SEU,1
1985-01-05,1985,1,5,SEU,1
1985-01-22,1985,1,22,SEU,1
1985-11-21,1985,11,21,SEU,1
1985-12-04,1985,12,4,SEU,1
1986-12-28,1986,12,28,SEU,1
1987-12-19,1987,12,19,UNK,1
1987-12-25,1987,12,25,UNK,1
1988-05-01,1988,5,1,SEU,1
1982-11-16,1982,11,16,SEU,1
1983-05-03,1983,5,3,SEU,1
1983-09-16,1983,9,16,UNK,1
1983-10-08,1983,10,8,UNK,1
1983-12-03,1983,12,3,UNK,1
1984-05-09,1984,5,9,UNK,1
1984-06-07,1984,6,7,UNK,1
1984-06-08,1984,6,8,UNK,1
1984-07-21,1984,7,21,UNK,1
1984-08-07,1984,8,7,UNK,1
1984-11-06,1984,11,6,UNK,1
1984-12-16,1984,12,16,UNK,1
1985-08-23,1985,8,23,UNK,1
1985-11-15,1985,11,15,UNK,1
1985-11-26,1985,11,26,UNK,1
1986-10-30,1986,10,30,UNK,1
1987-12-31,1987,12,31,SEU,1
1984-09-20,1984,9,20,UNK,1
1986-04-20,1986,4,20,UNK,1
1986-05-16,1986,5,16,SEU,1
1986-05-17,1986,5,17,SEU,1
1986-05-18,1986,5,18,SEU,1
1986-10-14,1986,10,14,UNK,1
1979-03-28,1979,3,28,ESD,1
1979-04-14,1979,4,14,,1
1979-04-18,1979,4,18,ECEMP,1
1979-04-30,1979,4,30,ESD,1
1979-05-26,1979,5,26,ESD,1
1979-08-09,1979,8,9,,1
1979-09-18,1979,9,18,,1
1980-03-26,1980,3,26,ECEMP,1
1980-03-28,1980,3,28,ESD,1
1980-04-16,1980,4,16,,1
1980-06-12,1980,6,12,ECEMP,1
1980-06-13,1980,6,13,,1
1980-06-14,1980,6,14,ECEMP,1
1980-06-18,1980,6,18,ECEMP,1
1980-06-19,1980,6,19,,1
1980-06-20,1980,6,20,,1
1980-10-18,1980,10,18,ESD,1
1981-03-09,1981,3,9,ECEMP,1
1981-03-21,1981,3,21,ECEMP,1
1981-03-30,1981,3,30,ESD,1
1981-03-31,1981,3,31,ESD,1
1981-04-23,1981,4,23,ESD,1
1981-07-28,1981,7,28,ECEMP,1
1981-10-08,1981,10,8,,1
1981-12-11,1981,12,11,ECEMP,1
1982-06-12,1982,6,12,ECEMP,1
1982-07-16,1982,7,16,ECEMP,1
1982-09-06,1982,9,6,ECEMP,1
1982-09-26,1982,9,26,ECEMP,1
1982-11-22,1982,11,22,ESD,1
1983-03-28,1983,3,28,ECEMP,1
1983-04-03,1983,4,3,ESD,1
1983-05-10,1983,5,10,ECEMP,1
1983-05-15,1983,5,15,ECEMP,1
1983-09-19,1983,9,19,ESD,1
1983-09-23,1983,9,23,ECEMP,1
1983-09-26,1983,9,26,ECEMP,1
1983-09-27,1983,9,27,ECEMP,1
1983-09-30,1983,9,30,ECEMP,1
1983-10-04,1983,10,4,ESD,1
1983-12-10,1983,12,10,ECEMP,1
1984-05-18,1984,5,18,ECEMP,1
1984-05-27,1984,5,27,ECEMP,1
1984-07-18,1984,7,18,,1
1984-07-23,1984,7,23,ECEMP,1
1984-08-31,1984,8,31,,1
1984-09-06,1984,9,6,,1
1984-09-07,1984,9,7,,1
1984-09-08,1984,9,8,ECEMP,1
1984-09-09,1984,9,9,ECEMP,1
1984-09-14,1984,9,14,ECEMP,1
1984-09-16,1984,9,16,ECEMP,1
1984-09-21,1984,9,21,ECEMP,1
1984-09-22,1984,9,22,ECEMP,1
1984-09-26,1984,9,26,ECEMP,1
1984-11-18,1984,11,18,ECEMP,1
1984-11-20,1984,11,20,ECEMP,1
1985-02-20,1985,2,20,ECEMP,1
1985-06-11,1985,6,11,ECEMP,1
1985-11-30,1985,11,30,ECEMP,1
1986-03-13,1986,3,13,,1
1986-04-14,1986,4,14,ESD,1
1986-05-13,1986,5,13,,1
1987-03-30,1987,3,30,,1
1987-07-19,1987,7,19,ECEMP,1
1987-09-06,1987,9,6,ECEMP,1
1987-11-30,1987,11,30,,1
1970-08-19,1970,8,19,UNK,1
1975-01-14,1975,1,14,ECEMP,1
1975-02-02,1975,2,2,ECEMP,1
1975-03-06,1975,3,6,ECEMP,1
1975-03-13,1975,3,13,ECEMP,1
1975-03-15,1975,3,15,ECEMP,1
1975-03-16,1975,3,16,ECEMP,1
1975-03-18,1975,3,18,ECEMP,1
1975-03-19,1975,3,19,ECEMP,1
1975-03-20,1975,3,20,ECEMP,1
1975-03-21,1975,3,21,ECEMP,1
1975-03-22,1975,3,22,ECEMP,1
1975-03-23,1975,3,23,ECEMP,1
1975-03-25,1975,3,25,ECEMP,1
1975-03-26,1975,3,26,ECEMP,1
1975-03-28,1975,3,28,ECEMP,1
1975-03-29,1975,3,29,ECEMP,1
1975-03-30,1975,3,30,ECEMP,1
1975-04-01,1975,4,1,ECEMP,1
1975-04-02,1975,4,2,ECEMP,1
1975-04-05,1975,4,5,ECEMP,1
1975-04-06,1975,4,6,ECEMP,1
1975-04-07,1975,4,7,ECEMP,1
1975-04-10,1975,4,10,ECEMP,1
1975-04-11,1975,4,11,ECEMP,1
1975-04-13,1975,4,13,ECEMP,1
1975-04-14,1975,4,14,ECEMP,1
1975-04-15,1975,4,15,ECEMP,1
1975-04-16,1975,4,16,ECEMP,1
1975-04-21,1975,4,21,ECEMP,1
1975-04-22,1975,4,22,ECEMP,1
1975-04-23,1975,4,23,ECEMP,1
1975-04-24,1975,4,24,ECEMP,1
1975-04-25,1975,4,25,ECEMP,1
1975-04-26,1975,4,26,ECEMP,1
1975-04-27,1975,4,27,ECEMP,1
1975-04-28,1975,4,28,ECEMP,1
1975-05-04,1975,5,4,ECEMP,1
1975-05-06,1975,5,6,ECEMP,1
1975-06-30,1975,6,30,ECEMP,1
1975-08-13,1975,8,13,ECEMP,1
1975-09-10,1975,9,10,ECEMP,1
1975-09-11,1975,9,11,ECEMP,1
1975-09-20,1975,9,20,ECEMP,1
1975-09-21,1975,9,21,ECEMP,1
1975-10-08,1975,10,8,ECEMP,1
1975-10-11,1975,10,11,ECEMP,1
1975-11-01,1975,11,1,ECEMP,1
1975-11-03,1975,11,3,ECEMP,1
1975-11-04,1975,11,4,ECEMP,1
1975-11-05,1975,11,5,ECEMP,1
1975-11-26,1975,11,26,ECEMP,1
1975-11-28,1975,11,28,ECEMP,1
1975-11-29,1975,11,29,ECEMP,1
1975-12-01,1975,12,1,ECEMP,1
1975-12-02,1975,12,2,ECEMP,1
1975-12-03,1975,12,3,ECEMP,1
1976-01-01,1976,1,1,ECEMP,1
1976-01-25,1976,1,25,ECEMP,1
1976-02-03,1976,2,3,ECEMP,1
1976-02-11,1976,2,11,ECEMP,1
1976-02-13,1976,2,13,ECEMP,1
1976-02-14,1976,2,14,ECEMP,1
1976-02-22,1976,2,22,ECEMP,1
1976-02-23,1976,2,23,ECEMP,1
1976-03-02,1976,3,2,ECEMP,1
1976-03-03,1976,3,3,ECEMP,1
1976-03-04,1976,3,4,ECEMP,1
1976-03-05,1976,3,5,ECEMP,1
1976-03-06,1976,3,6,ECEMP,1
1976-03-07,1976,3,7,ECEMP,1
1976-03-08,1976,3,8,ECEMP,1
1976-03-09,1976,3,9,ECEMP,1
1976-03-10,1976,3,10,ECEMP,1
1976-03-11,1976,3,11,ECEMP,1
1976-03-12,1976,3,12,ECEMP,1
1976-03-17,1976,3,17,ECEMP,1
1976-03-18,1976,3,18,ECEMP,1
1976-03-20,1976,3,20,ECEMP,1
1976-03-21,1976,3,21,ECEMP,1
1976-03-23,1976,3,23,ECEMP,1
1976-03-27,1976,3,27,ECEMP,1
1976-03-29,1976,3,29,ECEMP,1
1976-03-30,1976,3,30,ECEMP,1
1976-04-03,1976,4,3,ECEMP,1
1976-04-04,1976,4,4,ECEMP,1
1976-04-06,1976,4,6,ECEMP,1
1976-04-11,1976,4,11,ECEMP,1
1976-05-01,1976,5,1,ECEMP,1
1976-05-04,1976,5,4,ECEMP,1
1976-05-05,1976,5,5,ECEMP,1
1976-06-12,1976,6,12,ECEMP,1
1976-06-30,1976,6,30,ECEMP,1
1976-07-31,1976,7,31,ECEMP,1
1976-08-03,1976,8,3,ECEMP,1
1976-08-25,1976,8,25,ECEMP,1
1976-08-26,1976,8,26,ECEMP,1
1976-08-27,1976,8,27,ECEMP,1
1976-08-28,1976,8,28,ECEMP,1
1976-08-29,1976,8,29,ECEMP,1
1976-09-02,1976,9,2,ECEMP,1
1976-09-04,1976,9,4,ECEMP,1
1976-09-20,1976,9,20,ECEMP,1
1976-09-21,1976,9,21,ECEMP,1
1976-09-28,1976,9,28,ECEMP,1
1976-10-02,1976,10,2,ECEMP,1
1976-10-04,1976,10,4,ECEMP,1
1976-10-16,1976,10,16,ECEMP,1
1976-10-17,1976,10,17,ECEMP,1
1976-10-18,1976,10,18,ECEMP,1
1976-11-12,1976,11,12,ECEMP,1
1976-11-13,1976,11,13,ECEMP,1
1976-11-14,1976,11,14,ECEMP,1
1976-11-16,1976,11,16,ECEMP,1
1976-11-26,1976,11,26,ECEMP,1
1984-05-22,1984,5,22,UNK,1
1985-04-18,1985,4,18,UNK,1
1985-11-10,1985,11,10,UNK,1
1984-12-21,1984,12,21,UNK,1
1986-04-01,1986,4,1,UNK,1
1991-04-05,1991,4,5,SEU,1
1991-04-07,1991,4,7,SEU,1
1991-04-08,1991,4,8,SEU,1
1991-04-09,1991,4,9,SEU,1
1991-04-10,1991,4,10,SEU,1
1991-04-11,1991,4,11,SEU,1
1991-04-28,1991,4,28,SEU,1
1991-04-29,1991,4,29,SEU,1
1991-04-30,1991,4,30,SEU,1
1991-05-01,1991,5,1,SEU,1
1991-05-02,1991,5,2,SEU,1
1991-05-06,1991,5,6,SEU,1
1992-05-03,1992,5,3,SEU,1
1991-08-02,1991,8,2,SEU,1
1991-08-04,1991,8,4,SEU,1
1991-08-11,1991,8,11,SEU,1
1991-11-25,1991,11,25,SEU,1
1991-11-26,1991,11,26,SEU,1
1991-11-27,1991,11,27,SEU,1
1991-11-28,1991,11,28,SEU,1
1991-11-29,1991,11,29,SEU,1
1991-11-30,1991,11,30,SEU,1
1991-12-01,1991,12,1,SEU,1
1991-09-13,1991,9,13,SEU,1
1991-09-16,1991,9,16,SEU,1
1991-09-17,1991,9,17,SEU,1
1963-02-14,1963,2,14,UNK,1
1985-09-23,1985,9,23,UNK,1
1985-04-13,1985,4,13,UNK,1
1985-09-06,1985,9,6,UNK,1
1983-04-05,1983,4,5,UNK,1
1986-11-02,1986,11,2,UNK,1
1986-11-03,1986,11,3,UNK,1
1987-03-11,1987,3,11,UNK,1
1987-06-17,1987,6,17,UNK,1
1987-08-11,1987,8,11,UNK,1
1987-09-15,1987,9,15,UNK,1
1988-06-17,1988,6,17,UNK,1
1988-10-25,1988,10,25,UNK,1
1993-08-01,1993,8,1,SEU,1
1993-08-26,1993,8,26,SEU,1
1993-11-15,1993,11,15,UNK,1
1993-05-05,1993,5,5,UNK,1
1993-12-02,1993,12,2,UNK,1
1993-12-12,1993,12,12,SEU,1
1993-01-13,1993,1,13,UNK,1
1993-01-14,1993,1,14,UNK,1
1993-02-24,1993,2,24,UNK,1
1993-05-17,1993,5,17,UNK,1
1993-07-10,1993,7,10,UNK,1
1993-07-17,1993,7,17,UNK,1
1993-09-05,1993,9,5,UNK,1
1993-10-13,1993,10,13,UNK,1
1984-08-25,1984,8,25,UNK,1
1989-06-23,1989,6,23,UNK,1
1985-03-12,1985,3,12,UNK,1
1987-01-20,1987,1,20,UNK,1
1987-01-21,1987,1,21,UNK,1
1987-04-08,1987,4,8,UNK,1
1987-03-04,1987,3,4,UNK,1
1992-08-12,1992,8,12,SEU,1
1992-08-15,1992,8,15,SEU,1
1992-08-18,1992,8,18,SEU,1
1992-08-22,1992,8,22,SEU,1
1992-08-25,1992,8,25,SEU,1
1992-08-26,1992,8,26,SEU,1
1992-08-27,1992,8,27,SEU,1
1992-08-28,1992,8,28,SEU,1
1992-08-29,1992,8,29,SEU,1
1992-08-31,1992,8,31,SEU,1
1992-09-03,1992,9,3,SEU,1
1992-09-04,1992,9,4,SEU,1
1992-09-05,1992,9,5,SEU,1
1992-09-07,1992,9,7,SEU,1
1992-09-09,1992,9,9,SEU,1
1992-09-10,1992,9,10,SEU,1
1992-09-12,1992,9,12,SEU,1
1992-09-14,1992,9,14,SEU,1
1992-09-15,1992,9,15,SEU,1
1992-09-16,1992,9,16,SEU,1
1979-08-10,1979,8,10,UNK,1
1982-06-09,1982,6,9,UNK,1
