ADATE,Year,Month,Day,Anamolytype,Anamoly,Date_x,Kp,ap,Date_y
1987-06-16,1987,6,16,UNK,1,1987-06-16,1.916625,8.125,1987-06-16
1987-06-21,1987,6,21,UNK,1,1987-06-21,1.5,6.0,1987-06-21
1987-10-18,1987,10,18,UNK,1,1987-10-18,1.33325,5.0,1987-10-18
1987-10-26,1987,10,26,UNK,1,1987-10-26,2.375,11.25,1987-10-26
1987-11-03,1987,11,3,UNK,1,1987-11-03,3.75,26.875,1987-11-03
1987-11-18,1987,11,18,UNK,1,1987-11-18,1.333125,5.125,1987-11-18
1987-12-14,1987,12,14,UNK,1,1987-12-14,1.04175,4.125,1987-12-14
1987-12-30,1987,12,30,UNK,1,1987-12-30,0.58325,2.625,1987-12-30
1988-01-27,1988,1,27,UNK,1,1988-01-27,2.625,12.0,1988-01-27
1988-01-29,1988,1,29,UNK,1,1988-01-29,1.041625,4.125,1988-01-29
1988-02-02,1988,2,2,UNK,1,1988-02-02,1.125125,4.75,1988-02-02
1988-02-06,1988,2,6,UNK,1,1988-02-06,2.45825,10.75,1988-02-06
1989-06-03,1989,6,3,UNK,1,1989-06-03,2.791625,14.125,1989-06-03
1989-06-13,1989,6,13,UNK,1,1989-06-13,2.833375,15.625,1989-06-13
1989-07-05,1989,7,5,UNK,1,1989-07-05,2.583375,15.375,1989-07-05
1989-07-19,1989,7,19,UNK,1,1989-07-19,0.9585,3.875,1989-07-19
1989-07-28,1989,7,28,UNK,1,1989-07-28,2.16675,9.25,1989-07-28
1989-08-12,1989,8,12,UNK,1,1989-08-12,1.95825,7.875,1989-08-12
1989-10-09,1989,10,9,UNK,1,1989-10-09,2.416625,11.125,1989-10-09
1989-10-15,1989,10,15,UNK,1,1989-10-15,1.000125,4.375,1989-10-15
1989-12-12,1989,12,12,UNK,1,1989-12-12,1.874875,7.625,1989-12-12
1990-02-02,1990,2,2,UNK,1,1990-02-02,3.87525,25.375,1990-02-02
1990-02-06,1990,2,6,UNK,1,1990-02-06,1.95825,10.375,1990-02-06
1990-03-31,1990,3,31,UNK,1,1990-03-31,1.999875,7.375,1990-03-31
1990-04-25,1990,4,25,UNK,1,1990-04-25,3.375,19.375,1990-04-25
1990-05-09,1990,5,9,UNK,1,1990-05-09,3.041625,16.375,1990-05-09
1990-05-22,1990,5,22,UNK,1,1990-05-22,4.20825,32.125,1990-05-22
1990-06-15,1990,6,15,UNK,1,1990-06-15,2.2498750000000003,9.375,1990-06-15
1985-01-15,1985,1,15,UNK,1,1985-01-15,2.1665,9.125,1985-01-15
1985-01-25,1985,1,25,UNK,1,1985-01-25,1.95825,8.75,1985-01-25
1985-05-31,1985,5,31,UNK,1,1985-05-31,1.541625,6.75,1985-05-31
1985-06-04,1985,6,4,UNK,1,1985-06-04,1.208375,4.625,1985-06-04
1985-06-08,1985,6,8,UNK,1,1985-06-08,2.9998750000000003,16.375,1985-06-08
1985-07-03,1985,7,3,UNK,1,1985-07-03,1.499875,6.375,1985-07-03
1985-07-15,1985,7,15,UNK,1,1985-07-15,1.708375,7.375,1985-07-15
1985-07-26,1985,7,26,UNK,1,1985-07-26,2.916625,15.625,1985-07-26
1985-09-11,1985,9,11,UNK,1,1985-09-11,2.124875,9.375,1985-09-11
1985-09-17,1985,9,17,UNK,1,1985-09-17,2.70825,12.75,1985-09-17
1985-10-05,1985,10,5,UNK,1,1985-10-05,5.291625,65.75,1985-10-05
1985-10-20,1985,10,20,UNK,1,1985-10-20,1.54175,6.0,1985-10-20
1985-10-23,1985,10,23,UNK,1,1985-10-23,2.75,12.875,1985-10-23
1985-10-24,1985,10,24,UNK,1,1985-10-24,1.83325,7.5,1985-10-24
1985-10-25,1985,10,25,UNK,1,1985-10-25,2.25,9.0,1985-10-25
1986-02-20,1986,2,20,UNK,1,1986-02-20,3.125,16.625,1986-02-20
1986-05-24,1986,5,24,UNK,1,1986-05-24,1.750125,6.75,1986-05-24
1986-06-30,1986,6,30,UNK,1,1986-06-30,2.04175,8.875,1986-06-30
1986-08-14,1986,8,14,UNK,1,1986-08-14,1.416625,5.375,1986-08-14
1986-09-29,1986,9,29,UNK,1,1986-09-29,2.666625,13.375,1986-09-29
1986-10-06,1986,10,6,UNK,1,1986-10-06,2.33325,11.625,1986-10-06
1986-10-19,1986,10,19,UNK,1,1986-10-19,3.5,20.875,1986-10-19
1986-11-23,1986,11,23,UNK,1,1986-11-23,1.666625,11.5,1986-11-23
1986-12-21,1986,12,21,UNK,1,1986-12-21,2.250125,10.875,1986-12-21
1986-12-22,1986,12,22,UNK,1,1986-12-22,2.708375,13.625,1986-12-22
1986-12-24,1986,12,24,UNK,1,1986-12-24,2.25,9.5,1986-12-24
1987-01-03,1987,1,3,UNK,1,1987-01-03,1.666625,6.5,1987-01-03
1987-01-08,1987,1,8,UNK,1,1987-01-08,1.875,6.875,1987-01-08
1987-04-01,1987,4,1,UNK,1,1987-04-01,2.250125,10.25,1987-04-01
1987-05-19,1987,5,19,UNK,1,1987-05-19,0.49975,2.5,1987-05-19
1987-05-27,1987,5,27,UNK,1,1987-05-27,2.875125,14.25,1987-05-27
1987-09-26,1987,9,26,UNK,1,1987-09-26,3.29175,19.875,1987-09-26
1987-10-03,1987,10,3,UNK,1,1987-10-03,3.95825,36.0,1987-10-03
1987-10-04,1987,10,4,UNK,1,1987-10-04,2.583375,13.5,1987-10-04
1987-11-04,1987,11,4,UNK,1,1987-11-04,2.125,9.125,1987-11-04
1987-12-11,1987,12,11,UNK,1,1987-12-11,2.7915,14.75,1987-12-11
1988-01-13,1988,1,13,UNK,1,1988-01-13,1.6666249999999998,7.25,1988-01-13
1988-06-25,1988,6,25,UNK,1,1988-06-25,3.875,27.375,1988-06-25
1988-06-26,1988,6,26,UNK,1,1988-06-26,3.0,17.375,1988-06-26
1989-05-03,1989,5,3,UNK,1,1989-05-03,2.58325,12.25,1989-05-03
1989-08-24,1989,8,24,UNK,1,1989-08-24,1.41675,5.875,1989-08-24
1989-11-18,1989,11,18,UNK,1,1989-11-18,4.0,44.75,1989-11-18
1990-03-20,1990,3,20,UNK,1,1990-03-20,3.708375,29.625,1990-03-20
1990-05-05,1990,5,5,UNK,1,1990-05-05,2.25,9.75,1990-05-05
1990-05-17,1990,5,17,UNK,1,1990-05-17,1.08325,4.25,1990-05-17
1990-05-30,1990,5,30,UNK,1,1990-05-30,3.624875,23.25,1990-05-30
1990-06-30,1990,6,30,UNK,1,1990-06-30,0.875,3.625,1990-06-30
1986-06-28,1986,6,28,UNK,1,1986-06-28,2.79175,17.5,1986-06-28
1986-08-28,1986,8,28,UNK,1,1986-08-28,2.499875,12.5,1986-08-28
1984-12-27,1984,12,27,UNK,1,1984-12-27,2.791625,16.625,1984-12-27
1985-02-04,1985,2,4,UNK,1,1985-02-04,0.6248750000000001,2.75,1985-02-04
1985-06-09,1985,6,9,UNK,1,1985-06-09,2.6248750000000003,21.5,1985-06-09
1985-06-19,1985,6,19,UNK,1,1985-06-19,0.791875,3.375,1985-06-19
1985-08-18,1985,8,18,UNK,1,1985-08-18,2.4998750000000003,11.875,1985-08-18
1985-08-20,1985,8,20,UNK,1,1985-08-20,2.500125,11.5,1985-08-20
1985-11-06,1985,11,6,UNK,1,1985-11-06,2.541875,13.25,1985-11-06
1985-12-25,1985,12,25,UNK,1,1985-12-25,1.25,5.875,1985-12-25
1986-02-22,1986,2,22,UNK,1,1986-02-22,4.16675,30.0,1986-02-22
1986-04-17,1986,4,17,UNK,1,1986-04-17,1.5001250000000002,5.625,1986-04-17
1986-07-20,1986,7,20,UNK,1,1986-07-20,0.79175,3.25,1986-07-20
1986-10-10,1986,10,10,UNK,1,1986-10-10,0.708375,2.875,1986-10-10
1986-11-20,1986,11,20,UNK,1,1986-11-20,1.166625,5.0,1986-11-20
1986-11-21,1986,11,21,UNK,1,1986-11-21,0.625,2.625,1986-11-21
1986-12-18,1986,12,18,UNK,1,1986-12-18,1.25,5.5,1986-12-18
1986-12-19,1986,12,19,UNK,1,1986-12-19,1.29175,5.5,1986-12-19
1987-01-07,1987,1,7,UNK,1,1987-01-07,1.125,4.75,1987-01-07
1987-03-06,1987,3,6,UNK,1,1987-03-06,2.20825,9.75,1987-03-06
1987-03-10,1987,3,10,UNK,1,1987-03-10,2.166625,11.125,1987-03-10
1987-03-12,1987,3,12,UNK,1,1987-03-12,2.70825,14.125,1987-03-12
1987-04-21,1987,4,21,UNK,1,1987-04-21,0.666625,2.625,1987-04-21
1987-04-23,1987,4,23,UNK,1,1987-04-23,0.8336250000000001,3.5,1987-04-23
1987-05-13,1987,5,13,UNK,1,1987-05-13,1.625,6.5,1987-05-13
1987-05-21,1987,5,21,UNK,1,1987-05-21,0.6248750000000001,2.875,1987-05-21
1987-06-18,1987,6,18,UNK,1,1987-06-18,1.625125,5.875,1987-06-18
1987-11-25,1987,11,25,UNK,1,1987-11-25,2.666625,12.5,1987-11-25
1988-01-15,1988,1,15,UNK,1,1988-01-15,4.83325,63.25,1988-01-15
1988-01-28,1988,1,28,UNK,1,1988-01-28,1.3335,5.625,1988-01-28
1989-01-17,1989,1,17,UNK,1,1989-01-17,3.958375,27.875,1989-01-17
1989-05-12,1989,5,12,UNK,1,1989-05-12,2.333375,10.75,1989-05-12
1989-11-06,1989,11,6,UNK,1,1989-11-06,2.54175,11.0,1989-11-06
1990-01-11,1990,1,11,UNK,1,1990-01-11,3.333375,18.375,1990-01-11
1990-01-12,1990,1,12,UNK,1,1990-01-12,3.0,15.25,1990-01-12
1990-02-10,1990,2,10,UNK,1,1990-02-10,1.958375,8.125,1990-02-10
1990-03-11,1990,3,11,UNK,1,1990-03-11,2.75,13.625,1990-03-11
1990-03-30,1990,3,30,UNK,1,1990-03-30,5.0415,68.625,1990-03-30
1990-04-18,1990,4,18,UNK,1,1990-04-18,3.5,24.0,1990-04-18
1990-05-13,1990,5,13,UNK,1,1990-05-13,2.1665,11.0,1990-05-13
1990-05-16,1990,5,16,UNK,1,1990-05-16,0.5835,2.75,1990-05-16
1990-06-21,1990,6,21,UNK,1,1990-06-21,1.291625,5.0,1990-06-21
1990-07-01,1990,7,1,UNK,1,1990-07-01,1.37475,5.25,1990-07-01
1985-04-29,1985,4,29,UNK,1,1985-04-29,2.375,17.25,1985-04-29
1985-06-23,1985,6,23,UNK,1,1985-06-23,1.62525,6.625,1985-06-23
1985-06-25,1985,6,25,UNK,1,1985-06-25,2.541625,12.375,1985-06-25
1985-07-04,1985,7,4,UNK,1,1985-07-04,3.999875,32.75,1985-07-04
1985-07-14,1985,7,14,UNK,1,1985-07-14,2.83325,16.25,1985-07-14
1985-07-17,1985,7,17,UNK,1,1985-07-17,3.16675,20.25,1985-07-17
1985-07-24,1985,7,24,UNK,1,1985-07-24,2.54175,11.75,1985-07-24
1986-02-27,1986,2,27,UNK,1,1986-02-27,3.4165,20.375,1986-02-27
1986-02-28,1986,2,28,UNK,1,1986-02-28,3.708375,25.375,1986-02-28
1986-04-27,1986,4,27,UNK,1,1986-04-27,1.04175,4.125,1986-04-27
1986-06-17,1986,6,17,UNK,1,1986-06-17,1.87525,8.0,1986-06-17
1986-06-24,1986,6,24,UNK,1,1986-06-24,1.70825,7.125,1986-06-24
1986-07-01,1986,7,1,UNK,1,1986-07-01,1.583375,7.125,1986-07-01
1986-07-09,1986,7,9,UNK,1,1986-07-09,1.666625,6.125,1986-07-09
1986-07-18,1986,7,18,UNK,1,1986-07-18,1.500125,5.5,1986-07-18
1986-07-25,1986,7,25,UNK,1,1986-07-25,2.708375,17.375,1986-07-25
1986-08-19,1986,8,19,UNK,1,1986-08-19,1.16675,4.5,1986-08-19
1986-09-04,1986,9,4,UNK,1,1986-09-04,1.791625,7.25,1986-09-04
1986-09-25,1986,9,25,UNK,1,1986-09-25,3.583125,26.375,1986-09-25
1986-12-26,1986,12,26,UNK,1,1986-12-26,2.83325,13.625,1986-12-26
1987-01-13,1987,1,13,UNK,1,1987-01-13,1.541625,5.75,1987-01-13
1987-03-18,1987,3,18,UNK,1,1987-03-18,2.416625,12.125,1987-03-18
1987-04-03,1987,4,3,UNK,1,1987-04-03,0.2915,1.625,1987-04-03
1987-04-05,1987,4,5,UNK,1,1987-04-05,2.625,12.375,1987-04-05
1987-06-07,1987,6,7,UNK,1,1987-06-07,2.125,9.0,1987-06-07
1987-12-10,1987,12,10,UNK,1,1987-12-10,3.83325,28.5,1987-12-10
1987-12-27,1987,12,27,UNK,1,1987-12-27,0.249875,1.375,1987-12-27
1988-01-02,1988,1,2,UNK,1,1988-01-02,3.83325,29.375,1988-01-02
1988-01-07,1988,1,7,UNK,1,1988-01-07,3.375,24.375,1988-01-07
1988-01-26,1988,1,26,UNK,1,1988-01-26,1.83325,8.25,1988-01-26
1989-06-02,1989,6,2,UNK,1,1989-06-02,3.2915,18.875,1989-06-02
1989-06-11,1989,6,11,UNK,1,1989-06-11,3.5415,21.625,1989-06-11
1989-06-24,1989,6,24,UNK,1,1989-06-24,2.041625,9.5,1989-06-24
1989-06-28,1989,6,28,UNK,1,1989-06-28,1.749875,6.75,1989-06-28
1989-06-30,1989,6,30,UNK,1,1989-06-30,2.125125,10.125,1989-06-30
1989-08-15,1989,8,15,UNK,1,1989-08-15,5.708375,76.75,1989-08-15
1989-09-25,1989,9,25,UNK,1,1989-09-25,1.20825,4.625,1989-09-25
1989-11-12,1989,11,12,UNK,1,1989-11-12,2.20825,9.875,1989-11-12
1989-11-15,1989,11,15,UNK,1,1989-11-15,1.375,5.75,1989-11-15
1990-04-16,1990,4,16,UNK,1,1990-04-16,2.375,10.125,1990-04-16
1990-04-17,1990,4,17,UNK,1,1990-04-17,4.45825,40.125,1990-04-17
1990-05-11,1990,5,11,UNK,1,1990-05-11,3.624875,24.25,1990-05-11
1990-05-24,1990,5,24,UNK,1,1990-05-24,1.666625,7.5,1990-05-24
1990-06-09,1990,6,9,UNK,1,1990-06-09,4.041875,32.0,1990-06-09
1990-08-01,1990,8,1,UNK,1,1990-08-01,3.416625,25.5,1990-08-01
1990-08-06,1990,8,6,UNK,1,1990-08-06,2.125,8.75,1990-08-06
1992-04-07,1992,4,7,UNK,1,1992-04-07,3.250125,19.25,1992-04-07
1992-02-03,1992,2,3,UNK,1,1992-02-03,6.041875,91.75,1992-02-03
1985-05-16,1985,5,16,UNK,1,1985-05-16,2.291875,10.75,1985-05-16
1986-04-25,1986,4,25,UNK,1,1986-04-25,1.750125,7.0,1986-04-25
1986-05-14,1986,5,14,UNK,1,1986-05-14,0.791625,3.25,1986-05-14
1987-10-14,1987,10,14,UNK,1,1987-10-14,4.125,31.375,1987-10-14
1987-11-14,1987,11,14,UNK,1,1987-11-14,3.58325,21.75,1987-11-14
1987-12-17,1987,12,17,UNK,1,1987-12-17,3.041625,16.125,1987-12-17
1988-03-17,1988,3,17,UNK,1,1988-03-17,2.166625,9.125,1988-03-17
1966-08-26,1966,8,26,UNK,1,1966-08-26,1.41675,5.625,1966-08-26
1970-11-06,1970,11,6,UNK,1,1970-11-06,2.5,11.75,1970-11-06
1989-06-18,1989,6,18,UNK,1,1989-06-18,1.25,4.75,1989-06-18
1988-03-18,1988,3,18,UNK,1,1988-03-18,1.83325,6.75,1988-03-18
1988-04-05,1988,4,5,UNK,1,1988-04-05,3.375,24.375,1988-04-05
1988-04-24,1988,4,24,UNK,1,1988-04-24,1.7498749999999998,6.75,1988-04-24
1988-04-25,1988,4,25,UNK,1,1988-04-25,1.375,5.5,1988-04-25
1988-04-26,1988,4,26,UNK,1,1988-04-26,1.208375,4.75,1988-04-26
1983-09-01,1983,9,1,UNK,1,1983-09-01,2.958375,16.75,1983-09-01
1984-03-18,1984,3,18,SEU,1,1984-03-18,3.04175,18.25,1984-03-18
1984-03-27,1984,3,27,SEU,1,1984-03-27,3.708125,23.375,1984-03-27
1984-04-18,1984,4,18,SEU,1,1984-04-18,1.875125,7.0,1984-04-18
1984-09-25,1984,9,25,SEU,1,1984-09-25,4.750125,42.75,1984-09-25
1989-10-16,1989,10,16,ESD,1,1989-10-16,2.3335,10.25,1989-10-16
1989-11-22,1989,11,22,SEU,1,1989-11-22,1.541625,6.375,1989-11-22
1993-08-23,1993,8,23,SEU,1,1993-08-23,0.75,3.25,1993-08-23
1966-10-26,1966,10,26,UNK,1,1966-10-26,2.833375,14.875,1966-10-26
1968-09-18,1968,9,18,UNK,1,1968-09-18,0.79175,3.375,1968-09-18
1969-07-26,1969,7,26,UNK,1,1969-07-26,2.8335,20.125,1969-07-26
1970-07-23,1970,7,23,UNK,1,1970-07-23,2.1665,9.25,1970-07-23
1976-03-14,1976,3,14,UNK,1,1976-03-14,2.5,14.25,1976-03-14
1981-10-01,1981,10,1,UNK,1,1981-10-01,2.25,9.25,1981-10-01
1981-11-16,1981,11,16,SEU,1,1981-11-16,3.125125,17.0,1981-11-16
1983-07-10,1983,7,10,UNK,1,1983-07-10,1.2085,4.625,1983-07-10
1971-02-01,1971,2,1,UNK,1,1971-02-01,2.875,15.625,1971-02-01
1971-02-28,1971,2,28,SEU,1,1971-02-28,1.333375,5.875,1971-02-28
1971-03-01,1971,3,1,UNK,1,1971-03-01,1.16675,4.5,1971-03-01
1971-05-11,1971,5,11,SEU,1,1971-05-11,1.0,4.375,1971-05-11
1972-01-19,1972,1,19,SEU,1,1972-01-19,2.541625,11.125,1972-01-19
1972-08-29,1972,8,29,UNK,1,1972-08-29,1.91675,7.5,1972-08-29
1973-01-26,1973,1,26,SEU,1,1973-01-26,3.3748750000000003,19.75,1973-01-26
1973-03-23,1973,3,23,UNK,1,1973-03-23,5.04175,49.625,1973-03-23
1973-05-08,1973,5,8,SEU,1,1973-05-08,3.125125,16.875,1973-05-08
1973-08-02,1973,8,2,UNK,1,1973-08-02,2.833375,16.125,1973-08-02
1973-09-01,1973,9,1,SEU,1,1973-09-01,1.208375,4.625,1973-09-01
1974-03-06,1974,3,6,UNK,1,1974-03-06,3.333375,19.5,1974-03-06
1974-09-06,1974,9,6,SEU,1,1974-09-06,2.70825,13.5,1974-09-06
1974-09-13,1974,9,13,UNK,1,1974-09-13,2.916625,16.375,1974-09-13
1976-09-14,1976,9,14,UNK,1,1976-09-14,2.333375,9.875,1976-09-14
1977-03-27,1977,3,27,SEU,1,1977-03-27,1.916625,8.125,1977-03-27
1979-01-01,1979,1,1,SEU,1,1979-01-01,2.083375,9.75,1979-01-01
1980-02-21,1980,2,21,SEU,1,1980-02-21,1.125125,4.375,1980-02-21
1971-12-20,1971,12,20,UNK,1,1971-12-20,0.75,3.25,1971-12-20
1971-12-21,1971,12,21,UNK,1,1971-12-21,2.041625,10.25,1971-12-21
1971-12-31,1971,12,31,UNK,1,1971-12-31,1.75025,7.375,1971-12-31
1972-08-30,1972,8,30,UNK,1,1972-08-30,1.625,6.5,1972-08-30
1973-05-02,1973,5,2,SEU,1,1973-05-02,2.5,12.25,1973-05-02
1974-05-06,1974,5,6,UNK,1,1974-05-06,1.583375,6.25,1974-05-06
1974-05-14,1974,5,14,SEU,1,1974-05-14,2.166625,10.25,1974-05-14
1975-10-01,1975,10,1,SEU,1,1975-10-01,1.45825,6.125,1975-10-01
1977-07-21,1977,7,21,SEU,1,1977-07-21,2.333375,10.125,1977-07-21
1977-08-09,1977,8,9,SEU,1,1977-08-09,3.3335,19.875,1977-08-09
1977-09-14,1977,9,14,UNK,1,1977-09-14,1.958375,9.875,1977-09-14
1978-08-24,1978,8,24,UNK,1,1978-08-24,1.083375,4.25,1978-08-24
1979-02-09,1979,2,9,UNK,1,1979-02-09,2.25,8.875,1979-02-09
1979-03-23,1979,3,23,UNK,1,1979-03-23,2.58325,11.875,1979-03-23
1979-06-06,1979,6,6,UNK,1,1979-06-06,3.16675,34.125,1979-06-06
1979-09-13,1979,9,13,UNK,1,1979-09-13,1.874875,8.125,1979-09-13
1973-03-21,1973,3,21,UNK,1,1973-03-21,5.333125,58.0,1973-03-21
1973-05-01,1973,5,1,UNK,1,1973-05-01,2.833375,17.0,1973-05-01
1973-07-18,1973,7,18,UNK,1,1973-07-18,1.5,5.625,1973-07-18
1974-05-21,1974,5,21,SEU,1,1974-05-21,3.333125,18.375,1974-05-21
1976-04-01,1976,4,1,UNK,1,1976-04-01,5.958125,118.0,1976-04-01
1977-09-01,1977,9,1,SEU,1,1977-09-01,0.91675,3.75,1977-09-01
1978-01-04,1978,1,4,SEU,1,1978-01-04,6.125,88.625,1978-01-04
1980-02-11,1980,2,11,UNK,1,1980-02-11,1.0415,4.25,1980-02-11
1980-08-29,1980,8,29,SEU,1,1980-08-29,0.958125,4.5,1980-08-29
1972-06-14,1972,6,14,UNK,1,1972-06-14,2.16675,9.625,1972-06-14
1973-07-01,1973,7,1,UNK,1,1973-07-01,3.333375,18.875,1973-07-01
1973-10-02,1973,10,2,SEU,1,1973-10-02,4.041875,30.875,1973-10-02
1974-02-06,1974,2,6,UNK,1,1974-02-06,1.708375,7.25,1974-02-06
1975-01-23,1975,1,23,SEU,1,1975-01-23,2.54175,11.625,1975-01-23
1975-02-25,1975,2,25,UNK,1,1975-02-25,3.333375,20.375,1975-02-25
1975-09-08,1975,9,8,UNK,1,1975-09-08,1.666625,6.125,1975-09-08
1976-09-22,1976,9,22,UNK,1,1976-09-22,3.208375,17.125,1976-09-22
1976-09-23,1976,9,23,UNK,1,1976-09-23,2.5,12.5,1976-09-23
1976-11-05,1976,11,5,SEU,1,1976-11-05,0.666625,2.875,1976-11-05
1977-09-29,1977,9,29,UNK,1,1977-09-29,0.833375,3.375,1977-09-29
1978-05-22,1978,5,22,UNK,1,1978-05-22,3.5835,24.0,1978-05-22
1979-10-31,1979,10,31,SEU,1,1979-10-31,1.416625,5.375,1979-10-31
1980-01-04,1980,1,4,UNK,1,1980-01-04,3.1248750000000003,16.5,1980-01-04
1980-07-25,1980,7,25,UNK,1,1980-07-25,3.833375,45.875,1980-07-25
1981-10-02,1981,10,2,SEU,1,1981-10-02,3.08325,22.375,1981-10-02
1975-02-20,1975,2,20,UNK,1,1975-02-20,1.958375,8.125,1975-02-20
1973-10-01,1973,10,1,UNK,1,1973-10-01,1.333375,5.125,1973-10-01
1974-03-11,1974,3,11,SEU,1,1974-03-11,4.166625,31.75,1974-03-11
1974-03-21,1974,3,21,SEU,1,1974-03-21,5.499875,67.875,1974-03-21
1974-03-23,1974,3,23,UNK,1,1974-03-23,4.58325,42.375,1974-03-23
1974-05-10,1974,5,10,SEU,1,1974-05-10,0.58325,2.625,1974-05-10
1974-10-13,1974,10,13,SEU,1,1974-10-13,6.0,86.5,1974-10-13
1975-10-09,1975,10,9,SEU,1,1975-10-09,4.5,37.25,1975-10-09
1976-10-07,1976,10,7,UNK,1,1976-10-07,1.333375,5.5,1976-10-07
1976-10-09,1976,10,9,UNK,1,1976-10-09,1.70825,6.25,1976-10-09
1976-12-14,1976,12,14,UNK,1,1976-12-14,0.8750000000000001,3.75,1976-12-14
1976-12-20,1976,12,20,UNK,1,1976-12-20,1.249875,4.875,1976-12-20
1977-02-03,1977,2,3,SEU,1,1977-02-03,2.166625,10.625,1977-02-03
1977-05-02,1977,5,2,SEU,1,1977-05-02,5.5,65.625,1977-05-02
1978-05-02,1978,5,2,SEU,1,1978-05-02,6.0,94.5,1978-05-02
1978-05-03,1978,5,3,SEU,1,1978-05-03,5.958375,83.125,1978-05-03
1978-08-09,1978,8,9,UNK,1,1978-08-09,1.249875,4.75,1978-08-09
1978-11-03,1978,11,3,UNK,1,1978-11-03,2.625125,12.25,1978-11-03
1979-03-02,1979,3,2,UNK,1,1979-03-02,3.41675,19.75,1979-03-02
1979-04-16,1979,4,16,SEU,1,1979-04-16,2.875,16.375,1979-04-16
1979-04-21,1979,4,21,UNK,1,1979-04-21,3.125,20.625,1979-04-21
1979-09-21,1979,9,21,UNK,1,1979-09-21,3.375,23.0,1979-09-21
1981-04-22,1981,4,22,SEU,1,1981-04-22,4.25,33.0,1981-04-22
1981-09-02,1981,9,2,SEU,1,1981-09-02,3.20825,17.875,1981-09-02
1982-05-03,1982,5,3,UNK,1,1982-05-03,4.875,45.125,1982-05-03
1982-05-26,1982,5,26,SEU,1,1982-05-26,3.5,24.375,1982-05-26
1982-05-28,1982,5,28,UNK,1,1982-05-28,5.25,55.75,1982-05-28
1982-05-30,1982,5,30,SEU,1,1982-05-30,4.375,34.75,1982-05-30
1982-07-14,1982,7,14,SEU,1,1982-07-14,7.000125,153.125,1982-07-14
1982-09-05,1982,9,5,SEU,1,1982-09-05,4.333375,39.375,1982-09-05
1983-03-21,1983,3,21,SEU,1,1983-03-21,2.6248750000000003,12.5,1983-03-21
1983-05-01,1983,5,1,SEU,1,1983-05-01,3.416625,23.75,1983-05-01
1983-06-18,1983,6,18,SEU,1,1983-06-18,4.41675,37.375,1983-06-18
1983-06-23,1983,6,23,SEU,1,1983-06-23,3.125,17.375,1983-06-23
1983-11-18,1983,11,18,SEU,1,1983-11-18,3.833375,26.75,1983-11-18
1975-03-27,1975,3,27,SEU,1,1975-03-27,3.833375,34.25,1975-03-27
1975-04-08,1975,4,8,SEU,1,1975-04-08,4.0835,32.125,1975-04-08
1975-04-09,1975,4,9,SEU,1,1975-04-09,5.04175,51.5,1975-04-09
1975-04-12,1975,4,12,SEU,1,1975-04-12,3.75,27.25,1975-04-12
1976-09-07,1976,9,7,UNK,1,1976-09-07,2.250125,9.75,1976-09-07
1976-12-12,1976,12,12,UNK,1,1976-12-12,2.833375,14.75,1976-12-12
1977-02-01,1977,2,1,UNK,1,1977-02-01,1.541625,7.125,1977-02-01
1977-12-27,1977,12,27,UNK,1,1977-12-27,1.541625,5.875,1977-12-27
1978-03-31,1978,3,31,SEU,1,1978-03-31,1.833375,8.375,1978-03-31
1978-04-19,1978,4,19,UNK,1,1978-04-19,4.333375,38.25,1978-04-19
1979-05-10,1979,5,10,UNK,1,1979-05-10,1.708375,6.75,1979-05-10
1979-08-22,1979,8,22,UNK,1,1979-08-22,2.66675,12.125,1979-08-22
1979-10-15,1979,10,15,SEU,1,1979-10-15,1.749875,7.625,1979-10-15
1981-09-13,1981,9,13,SEU,1,1981-09-13,2.54175,12.125,1981-09-13
1984-01-10,1984,1,10,UNK,1,1984-01-10,2.5415,13.5,1984-01-10
1975-10-13,1975,10,13,SEU,1,1975-10-13,1.8335,7.25,1975-10-13
1975-10-14,1975,10,14,SEU,1,1975-10-14,2.124875,9.25,1975-10-14
1977-05-30,1977,5,30,UNK,1,1977-05-30,1.208375,4.625,1977-05-30
1978-04-01,1978,4,1,UNK,1,1978-04-01,2.375,11.875,1978-04-01
1979-10-25,1979,10,25,UNK,1,1979-10-25,2.791625,13.875,1979-10-25
1979-11-02,1979,11,2,UNK,1,1979-11-02,2.54175,12.25,1979-11-02
1980-05-08,1980,5,8,UNK,1,1980-05-08,1.625125,7.125,1980-05-08
1976-01-30,1976,1,30,UNK,1,1976-01-30,1.75,8.875,1976-01-30
1976-11-15,1976,11,15,SEU,1,1976-11-15,2.125125,9.125,1976-11-15
1977-12-12,1977,12,12,UNK,1,1977-12-12,3.16675,21.0,1977-12-12
1978-07-12,1978,7,12,SEU,1,1978-07-12,1.124875,4.5,1978-07-12
1979-06-09,1979,6,9,UNK,1,1979-06-09,3.0,15.25,1979-06-09
1980-01-24,1980,1,24,UNK,1,1980-01-24,1.25,4.875,1980-01-24
1980-03-07,1980,3,7,UNK,1,1980-03-07,1.791625,6.625,1980-03-07
1982-10-19,1982,10,19,UNK,1,1982-10-19,3.125,17.0,1982-10-19
1980-03-27,1980,3,27,UNK,1,1980-03-27,1.708375,6.75,1980-03-27
1980-11-28,1980,11,28,UNK,1,1980-11-28,3.583375,22.625,1980-11-28
1981-08-30,1981,8,30,UNK,1,1981-08-30,3.083375,17.25,1981-08-30
