ADATE,Year,Month,Day,Anamolytype,Anamoly,Date_x,Kp,ap,Date_y
1991-03-28,1991,3,28,UNK,1,1991-03-28,3.29175,19.875,1991-03-28
1991-03-30,1991,3,30,UNK,1,1991-03-30,3.749875,25.875,1991-03-30
1991-05-17,1991,5,17,UNK,1,1991-05-17,3.70825,35.375,1991-05-17
1991-05-30,1991,5,30,UNK,1,1991-05-30,2.6665,12.125,1991-05-30
1991-07-31,1991,7,31,UNK,1,1991-07-31,1.541625,5.75,1991-07-31
1991-10-03,1991,10,3,UNK,1,1991-10-03,3.33325,18.625,1991-10-03
1991-10-12,1991,10,12,UNK,1,1991-10-12,1.5835,5.875,1991-10-12
1991-02-01,1991,2,1,UNK,1,1991-02-01,3.666625,28.125,1991-02-01
1983-01-11,1983,1,11,ECEMP,1,1983-01-11,2.33325,11.375,1983-01-11
1983-02-22,1983,2,22,ECEMP,1,1983-02-22,3.29175,20.75,1983-02-22
1984-10-18,1984,10,18,UNK,1,1984-10-18,4.375249999999999,42.875,1984-10-18
1984-11-12,1984,11,12,ESD,1,1984-11-12,1.66675,7.625,1984-11-12
1985-01-07,1985,1,7,ECEMP,1,1985-01-07,1.291625,5.0,1985-01-07
1985-07-05,1985,7,5,UNK,1,1985-07-05,3.041625,15.75,1985-07-05
1985-09-04,1985,9,4,ESD,1,1985-09-04,0.541625,2.5,1985-09-04
1986-09-24,1986,9,24,UNK,1,1986-09-24,3.583375,21.875,1986-09-24
1986-12-10,1986,12,10,UNK,1,1986-12-10,2.500125,12.0,1986-12-10
1986-12-16,1986,12,16,UNK,1,1986-12-16,2.500125,11.875,1986-12-16
1986-12-30,1986,12,30,UNK,1,1986-12-30,1.083375,4.125,1986-12-30
1987-08-10,1987,8,10,ESD,1,1987-08-10,1.124875,4.375,1987-08-10
1985-11-19,1985,11,19,ESD,1,1985-11-19,2.291625,14.125,1985-11-19
1985-12-08,1985,12,8,UNK,1,1985-12-08,0.6667500000000001,2.875,1985-12-08
1985-12-13,1985,12,13,UNK,1,1985-12-13,4.041625,30.375,1985-12-13
1986-05-30,1986,5,30,ESD,1,1986-05-30,1.958375,9.875,1986-05-30
1989-01-21,1989,1,21,UNK,1,1989-01-21,4.083375,28.5,1989-01-21
1991-08-06,1991,8,6,UNK,1,1991-08-06,3.95825,31.75,1991-08-06
1987-02-11,1987,2,11,RFI,1,1987-02-11,1.458375,6.625,1987-02-11
1987-02-12,1987,2,12,RFI,1,1987-02-12,3.166625,18.25,1987-02-12
1987-02-13,1987,2,13,RFI,1,1987-02-13,1.08325,4.375,1987-02-13
1987-02-14,1987,2,14,RFI,1,1987-02-14,1.208375,4.625,1987-02-14
1987-02-15,1987,2,15,RFI,1,1987-02-15,1.5835,6.125,1987-02-15
1987-02-16,1987,2,16,RFI,1,1987-02-16,2.58325,11.75,1987-02-16
1987-02-17,1987,2,17,RFI,1,1987-02-17,2.083375,8.875,1987-02-17
1984-01-31,1984,1,31,UNK,1,1984-01-31,3.583375,22.75,1984-01-31
1980-01-26,1980,1,26,UNK,1,1980-01-26,1.541625,5.875,1980-01-26
1981-09-09,1981,9,9,UNK,1,1981-09-09,2.4998750000000003,10.75,1981-09-09
1981-02-19,1981,2,19,UNK,1,1981-02-19,1.625125,6.375,1981-02-19
1981-01-21,1981,1,21,UNK,1,1981-01-21,0.583375,2.375,1981-01-21
1973-12-24,1973,12,24,ESD,1,1973-12-24,1.0415,4.25,1973-12-24
1973-12-25,1973,12,25,ESD,1,1973-12-25,0.791625,3.25,1973-12-25
1973-12-29,1973,12,29,ESD,1,1973-12-29,3.375125,19.125,1973-12-29
1974-01-02,1974,1,2,ESD,1,1974-01-02,2.33325,9.375,1974-01-02
1974-01-12,1974,1,12,ESD,1,1974-01-12,1.20825,4.625,1974-01-12
1974-01-19,1974,1,19,ESD,1,1974-01-19,2.16675,9.25,1974-01-19
1974-01-27,1974,1,27,ESD,1,1974-01-27,4.29175,33.875,1974-01-27
1974-01-30,1974,1,30,ESD,1,1974-01-30,3.4165,21.25,1974-01-30
1974-02-01,1974,2,1,ESD,1,1974-02-01,2.58325,13.375,1974-02-01
1974-02-12,1974,2,12,ESD,1,1974-02-12,4.458375,40.0,1974-02-12
1974-02-17,1974,2,17,ESD,1,1974-02-17,2.54175,11.25,1974-02-17
1974-04-07,1974,4,7,ESD,1,1974-04-07,3.04175,17.875,1974-04-07
1974-04-09,1974,4,9,ESD,1,1974-04-09,2.958375,16.125,1974-04-09
1974-04-10,1974,4,10,ESD,1,1974-04-10,4.000125,27.75,1974-04-10
1973-12-22,1973,12,22,ESD,1,1973-12-22,3.791625,25.0,1973-12-22
1974-01-03,1974,1,3,ESD,1,1974-01-03,2.541625,11.125,1974-01-03
1974-01-11,1974,1,11,ESD,1,1974-01-11,1.458375,5.875,1974-01-11
1974-01-26,1974,1,26,ESD,1,1974-01-26,4.45825,38.125,1974-01-26
1974-04-25,1974,4,25,ESD,1,1974-04-25,3.3748750000000003,20.0,1974-04-25
1974-06-27,1974,6,27,ESD,1,1974-06-27,5.083375,54.25,1974-06-27
1974-07-18,1974,7,18,ESD,1,1974-07-18,1.541625,6.0,1974-07-18
1974-07-20,1974,7,20,ESD,1,1974-07-20,2.41675,10.75,1974-07-20
1974-07-27,1974,7,27,ESD,1,1974-07-27,3.7085,24.125,1974-07-27
1974-08-17,1974,8,17,ESD,1,1974-08-17,1.375,5.625,1974-08-17
1974-08-18,1974,8,18,ESD,1,1974-08-18,2.16675,9.625,1974-08-18
1974-08-24,1974,8,24,ESD,1,1974-08-24,3.708375,26.125,1974-08-24
1974-09-03,1974,9,3,ESD,1,1974-09-03,3.1248750000000003,16.25,1974-09-03
1974-09-20,1974,9,20,ESD,1,1974-09-20,4.3335,34.75,1974-09-20
1974-09-23,1974,9,23,ESD,1,1974-09-23,3.000125,15.5,1974-09-23
1974-09-26,1974,9,26,ESD,1,1974-09-26,4.541625,37.625,1974-09-26
1974-10-01,1974,10,1,ESD,1,1974-10-01,3.916625,28.0,1974-10-01
1974-10-02,1974,10,2,ESD,1,1974-10-02,3.833125,29.75,1974-10-02
1974-10-07,1974,10,7,ESD,1,1974-10-07,1.4585,5.75,1974-10-07
1974-10-11,1974,10,11,ESD,1,1974-10-11,1.541625,6.25,1974-10-11
1974-10-12,1974,10,12,ESD,1,1974-10-12,2.875,17.25,1974-10-12
1974-10-14,1974,10,14,ESD,1,1974-10-14,3.5415,30.375,1974-10-14
1974-10-18,1974,10,18,ESD,1,1974-10-18,4.708375,42.75,1974-10-18
1974-10-19,1974,10,19,ESD,1,1974-10-19,4.083375,28.875,1974-10-19
1974-10-22,1974,10,22,ESD,1,1974-10-22,2.875,15.125,1974-10-22
1974-10-23,1974,10,23,ESD,1,1974-10-23,1.208125,4.875,1974-10-23
1974-10-24,1974,10,24,ESD,1,1974-10-24,4.333375,38.375,1974-10-24
1974-11-03,1974,11,3,ESD,1,1974-11-03,1.3751250000000002,5.75,1974-11-03
1974-11-04,1974,11,4,ESD,1,1974-11-04,0.75,3.25,1974-11-04
1974-11-08,1974,11,8,ESD,1,1974-11-08,2.875,21.125,1974-11-08
1974-11-09,1974,11,9,ESD,1,1974-11-09,4.29175,38.875,1974-11-09
1974-11-10,1974,11,10,ESD,1,1974-11-10,2.166625,9.625,1974-11-10
1974-11-16,1974,11,16,ESD,1,1974-11-16,3.08325,16.0,1974-11-16
1974-11-17,1974,11,17,ESD,1,1974-11-17,2.75,13.625,1974-11-17
1974-11-18,1974,11,18,ESD,1,1974-11-18,2.000125,8.125,1974-11-18
1974-11-20,1974,11,20,ESD,1,1974-11-20,3.541875,22.0,1974-11-20
1974-11-22,1974,11,22,ESD,1,1974-11-22,3.291625,18.125,1974-11-22
1974-11-24,1974,11,24,ESD,1,1974-11-24,3.791625,26.0,1974-11-24
1974-11-25,1974,11,25,ESD,1,1974-11-25,3.29175,18.875,1974-11-25
1974-11-27,1974,11,27,ESD,1,1974-11-27,2.125,8.625,1974-11-27
1974-12-01,1974,12,1,ESD,1,1974-12-01,1.375,6.125,1974-12-01
1974-12-10,1974,12,10,ESD,1,1974-12-10,3.375,19.625,1974-12-10
1974-12-14,1974,12,14,ESD,1,1974-12-14,2.45825,12.75,1974-12-14
1974-12-15,1974,12,15,ESD,1,1974-12-15,2.875125,14.125,1974-12-15
1975-01-06,1975,1,6,ESD,1,1975-01-06,3.4165,26.125,1975-01-06
1975-03-12,1975,3,12,ESD,1,1975-03-12,4.458125,37.0,1975-03-12
1975-03-14,1975,3,14,ESD,1,1975-03-14,3.999875,29.25,1975-03-14
1975-03-31,1975,3,31,ESD,1,1975-03-31,2.70825,12.875,1975-03-31
1975-10-05,1975,10,5,ESD,1,1975-10-05,1.5,6.5,1975-10-05
1975-10-10,1975,10,10,ESD,1,1975-10-10,3.624875,24.5,1975-10-10
1975-10-12,1975,10,12,ESD,1,1975-10-12,2.583375,12.5,1975-10-12
1975-11-06,1975,11,6,ESD,1,1975-11-06,2.2498750000000003,11.125,1975-11-06
1975-11-09,1975,11,9,ESD,1,1975-11-09,4.16675,37.0,1975-11-09
1987-01-09,1987,1,9,ECEMP,1,1987-01-09,2.166625,10.25,1987-01-09
1986-11-28,1986,11,28,ECEMP,1,1986-11-28,1.25,4.625,1986-11-28
1986-12-29,1986,12,29,ECEMP,1,1986-12-29,0.791625,3.25,1986-12-29
1987-03-08,1987,3,8,ECEMP,1,1987-03-08,2.6248750000000003,12.375,1987-03-08
1987-07-06,1987,7,6,ECEMP,1,1987-07-06,1.33325,5.0,1987-07-06
1986-11-29,1986,11,29,ECEMP,1,1986-11-29,2.25,10.0,1986-11-29
1986-12-23,1986,12,23,ECEMP,1,1986-12-23,3.541625,22.0,1986-12-23
1987-01-14,1987,1,14,ECEMP,1,1987-01-14,1.208375,4.625,1987-01-14
1987-01-16,1987,1,16,ECEMP,1,1987-01-16,2.583375,12.375,1987-01-16
1987-04-09,1987,4,9,UNK,1,1987-04-09,1.999875,8.125,1987-04-09
1987-04-14,1987,4,14,UNK,1,1987-04-14,1.541625,6.375,1987-04-14
1987-04-15,1987,4,15,UNK,1,1987-04-15,1.541625,5.625,1987-04-15
1987-04-16,1987,4,16,UNK,1,1987-04-16,0.999875,3.875,1987-04-16
1979-02-06,1979,2,6,UNK,1,1979-02-06,2.958375,15.5,1979-02-06
1983-07-11,1983,7,11,UNK,1,1983-07-11,1.041875,4.125,1983-07-11
1984-06-16,1984,6,16,UNK,1,1984-06-16,4.3335,41.875,1984-06-16
1984-06-17,1984,6,17,UNK,1,1984-06-17,2.416625,11.125,1984-06-17
1984-08-27,1984,8,27,UNK,1,1984-08-27,4.08325,35.75,1984-08-27
1984-09-23,1984,9,23,UNK,1,1984-09-23,6.625125,112.0,1984-09-23
1984-10-06,1984,10,6,UNK,1,1984-10-06,3.29175,21.375,1984-10-06
1985-07-08,1985,7,8,UNK,1,1985-07-08,2.958375,16.375,1985-07-08
1986-11-30,1986,11,30,UNK,1,1986-11-30,2.708375,14.375,1986-11-30
1980-02-01,1980,2,1,UNK,1,1980-02-01,2.208375,9.875,1980-02-01
1984-08-04,1984,8,4,UNK,1,1984-08-04,2.83325,13.875,1984-08-04
1984-08-17,1984,8,17,UNK,1,1984-08-17,2.458375,11.125,1984-08-17
1984-08-20,1984,8,20,UNK,1,1984-08-20,2.125,9.625,1984-08-20
1984-08-23,1984,8,23,UNK,1,1984-08-23,1.666625,7.875,1984-08-23
1986-01-02,1986,1,2,UNK,1,1986-01-02,3.250125,18.375,1986-01-02
1985-09-12,1985,9,12,UNK,1,1985-09-12,1.416625,5.375,1985-09-12
1986-11-14,1986,11,14,UNK,1,1986-11-14,1.25,4.75,1986-11-14
1993-10-07,1993,10,7,SEU,1,1993-10-07,0.791625,3.25,1993-10-07
1987-03-03,1987,3,3,UNK,1,1987-03-03,1.624875,6.125,1987-03-03
1987-05-10,1987,5,10,UNK,1,1987-05-10,2.083375,9.875,1987-05-10
1987-06-12,1987,6,12,UNK,1,1987-06-12,2.708375,12.625,1987-06-12
1987-06-20,1987,6,20,UNK,1,1987-06-20,2.0,8.5,1987-06-20
1987-07-27,1987,7,27,RFI,1,1987-07-27,1.3335,5.0,1987-07-27
1987-07-29,1987,7,29,UNK,1,1987-07-29,4.25,52.0,1987-07-29
1981-01-01,1981,1,1,UNK,1,1981-01-01,2.666625,13.125,1981-01-01
1981-03-01,1981,3,1,UNK,1,1981-03-01,3.875125,27.625,1981-03-01
1981-11-01,1981,11,1,UNK,1,1981-11-01,1.83325,7.375,1981-11-01
1981-08-06,1981,8,6,UNK,1,1981-08-06,2.66675,14.25,1981-08-06
1988-10-15,1988,10,15,,1,1988-10-15,1.416625,6.0,1988-10-15
1986-02-08,1986,2,8,UNK,1,1986-02-08,7.66675,201.875,1986-02-08
1987-11-02,1987,11,2,UNK,1,1987-11-02,3.33325,23.25,1987-11-02
1987-08-18,1987,8,18,ECEMP,1,1987-08-18,1.66675,6.375,1987-08-18
1988-10-13,1988,10,13,UNK,1,1988-10-13,1.500125,6.0,1988-10-13
1988-10-28,1988,10,28,UNK,1,1988-10-28,2.000125,9.0,1988-10-28
1989-08-06,1989,8,6,UNK,1,1989-08-06,1.791625,7.75,1989-08-06
1989-10-12,1989,10,12,UNK,1,1989-10-12,2.041625,7.625,1989-10-12
1989-02-09,1989,2,9,UNK,1,1989-02-09,3.33325,19.0,1989-02-09
1989-07-04,1989,7,4,UNK,1,1989-07-04,0.583125,2.75,1989-07-04
1988-05-12,1988,5,12,UNK,1,1988-05-12,1.291625,5.25,1988-05-12
1988-05-03,1988,5,3,UNK,1,1988-05-03,1.750125,7.0,1988-05-03
1988-05-07,1988,5,7,UNK,1,1988-05-07,2.583375,13.0,1988-05-07
1988-08-07,1988,8,7,UNK,1,1988-08-07,1.249875,4.75,1988-08-07
1977-04-20,1977,4,20,UNK,1,1977-04-20,3.916625,27.625,1977-04-20
1978-09-09,1978,9,9,UNK,1,1978-09-09,4.16675,30.875,1978-09-09
1981-04-04,1981,4,4,UNK,1,1981-04-04,2.41675,10.75,1981-04-04
1981-04-28,1981,4,28,UNK,1,1981-04-28,2.583375,13.125,1981-04-28
1981-07-27,1981,7,27,UNK,1,1981-07-27,3.541625,24.5,1981-07-27
1981-10-12,1981,10,12,UNK,1,1981-10-12,2.0,12.125,1981-10-12
1981-09-22,1981,9,22,UNK,1,1981-09-22,2.5,13.375,1981-09-22
1981-09-26,1981,9,26,UNK,1,1981-09-26,4.166625,31.625,1981-09-26
1982-03-18,1982,3,18,UNK,1,1982-03-18,3.458375,19.875,1982-03-18
1982-04-04,1982,4,4,SEU,1,1982-04-04,3.541625,22.5,1982-04-04
1982-07-31,1982,7,31,UNK,1,1982-07-31,3.58325,24.25,1982-07-31
1982-09-03,1982,9,3,SEU,1,1982-09-03,3.4585,21.375,1982-09-03
1983-01-31,1983,1,31,UNK,1,1983-01-31,2.7498750000000003,13.0,1983-01-31
1983-04-21,1983,4,21,SEU,1,1983-04-21,2.583375,12.25,1983-04-21
1983-05-21,1983,5,21,UNK,1,1983-05-21,3.6665,29.125,1983-05-21
1983-09-03,1983,9,3,UNK,1,1983-09-03,1.4165,5.5,1983-09-03
1983-12-01,1983,12,1,UNK,1,1983-12-01,2.7913750000000004,13.125,1983-12-01
1984-09-03,1984,9,3,SEU,1,1984-09-03,2.458375,12.125,1984-09-03
1984-12-15,1984,12,15,ESD,1,1984-12-15,3.333375,24.0,1984-12-15
1984-12-29,1984,12,29,ESD,1,1984-12-29,3.833375,25.625,1984-12-29
1985-03-01,1985,3,1,SEU,1,1985-03-01,2.541625,16.375,1985-03-01
1985-03-09,1985,3,9,ESD,1,1985-03-09,0.875,3.75,1985-03-09
1985-04-06,1985,4,6,ESD,1,1985-04-06,1.20825,4.625,1985-04-06
1985-06-14,1985,6,14,ESD,1,1985-06-14,0.958375,3.875,1985-06-14
1985-07-10,1985,7,10,ESD,1,1985-07-10,1.95825,8.5,1985-07-10
1985-08-05,1985,8,5,SEU,1,1985-08-05,0.91675,3.75,1985-08-05
1985-08-16,1985,8,16,UNK,1,1985-08-16,2.250125,9.125,1985-08-16
1985-08-29,1985,8,29,UNK,1,1985-08-29,3.20825,17.375,1985-08-29
1985-09-24,1985,9,24,UNK,1,1985-09-24,2.95825,16.625,1985-09-24
1985-09-28,1985,9,28,UNK,1,1985-09-28,1.6665,6.25,1985-09-28
1985-10-07,1985,10,7,UNK,1,1985-10-07,3.875,26.625,1985-10-07
1985-10-11,1985,10,11,UNK,1,1985-10-11,3.000125,15.5,1985-10-11
1986-01-26,1986,1,26,UNK,1,1986-01-26,2.458375,11.625,1986-01-26
1986-03-20,1986,3,20,UNK,1,1986-03-20,0.70825,2.875,1986-03-20
1986-05-11,1986,5,11,UNK,1,1986-05-11,1.8335,6.5,1986-05-11
1986-08-06,1986,8,6,UNK,1,1986-08-06,1.6665,6.375,1986-08-06
1986-08-17,1986,8,17,UNK,1,1986-08-17,1.25,4.875,1986-08-17
1986-08-25,1986,8,25,UNK,1,1986-08-25,2.91675,17.375,1986-08-25
1986-08-26,1986,8,26,UNK,1,1986-08-26,2.458375,12.125,1986-08-26
1986-08-29,1986,8,29,UNK,1,1986-08-29,3.625125,21.875,1986-08-29
1986-09-16,1986,9,16,UNK,1,1986-09-16,1.54175,6.75,1986-09-16
1986-09-20,1986,9,20,UNK,1,1986-09-20,3.0,18.375,1986-09-20
1986-11-26,1986,11,26,UNK,1,1986-11-26,2.916625,16.625,1986-11-26
1987-11-19,1987,11,19,UNK,1,1987-11-19,2.58325,12.125,1987-11-19
1988-07-28,1988,7,28,UNK,1,1988-07-28,2.37525,11.0,1988-07-28
1989-01-14,1989,1,14,UNK,1,1989-01-14,2.500125,14.375,1989-01-14
1991-01-18,1991,1,18,ESD,1,1991-01-18,2.375,10.5,1991-01-18
1991-07-24,1991,7,24,ESD,1,1991-07-24,1.79175,6.5,1991-07-24
1981-03-29,1981,3,29,ESD,1,1981-03-29,3.16675,17.75,1981-03-29
1981-04-01,1981,4,1,ESD,1,1981-04-01,3.666625,22.875,1981-04-01
1981-04-13,1981,4,13,ESD,1,1981-04-13,6.54175,120.625,1981-04-13
1981-04-14,1981,4,14,ESD,1,1981-04-14,3.625,26.75,1981-04-14
1981-04-17,1981,4,17,ESD,1,1981-04-17,3.291625,19.0,1981-04-17
1981-04-19,1981,4,19,ESD,1,1981-04-19,4.583375,44.875,1981-04-19
1981-04-20,1981,4,20,ESD,1,1981-04-20,5.08325,52.875,1981-04-20
1981-04-21,1981,4,21,ESD,1,1981-04-21,4.70825,40.75,1981-04-21
1981-04-24,1981,4,24,ESD,1,1981-04-24,3.4585,21.625,1981-04-24
1981-04-26,1981,4,26,ESD,1,1981-04-26,5.166625,61.875,1981-04-26
1981-06-15,1981,6,15,SEU,1,1981-06-15,2.500125,10.875,1981-06-15
1981-10-03,1981,10,3,ESD,1,1981-10-03,4.250125,36.25,1981-10-03
1981-11-23,1981,11,23,ESD,1,1981-11-23,3.3748750000000003,20.5,1981-11-23
1981-12-30,1981,12,30,ESD,1,1981-12-30,3.91675,30.0,1981-12-30
1982-01-31,1982,1,31,ESD,1,1982-01-31,4.2085,34.0,1982-01-31
1982-02-04,1982,2,4,ESD,1,1982-02-04,5.041625,49.125,1982-02-04
1982-03-21,1982,3,21,ESD,1,1982-03-21,3.5415,23.25,1982-03-21
1982-03-25,1982,3,25,ESD,1,1982-03-25,3.5,20.25,1982-03-25
1982-03-30,1982,3,30,ESD,1,1982-03-30,2.875125,14.625,1982-03-30
1982-04-06,1982,4,6,SEU,1,1982-04-06,3.29175,18.25,1982-04-06
1982-04-23,1982,4,23,ESD,1,1982-04-23,2.208375,9.25,1982-04-23
1982-04-25,1982,4,25,ESD,1,1982-04-25,4.666625,52.375,1982-04-25
1982-05-01,1982,5,1,ESD,1,1982-05-01,3.4998750000000003,21.75,1982-05-01
1982-08-25,1982,8,25,ESD,1,1982-08-25,3.375,19.875,1982-08-25
1982-09-07,1982,9,7,ESD,1,1982-09-07,5.958375,88.5,1982-09-07
1982-09-23,1982,9,23,ESD,1,1982-09-23,3.83325,25.875,1982-09-23
1982-09-27,1982,9,27,ESD,1,1982-09-27,4.54175,42.0,1982-09-27
1982-09-30,1982,9,30,ESD,1,1982-09-30,2.458375,11.875,1982-09-30
1982-10-08,1982,10,8,ESD,1,1982-10-08,3.5,20.875,1982-10-08
1982-10-30,1982,10,30,ESD,1,1982-10-30,4.0,27.0,1982-10-30
1982-11-02,1982,11,2,ESD,1,1982-11-02,4.04175,32.125,1982-11-02
1982-11-26,1982,11,26,UNK,1,1982-11-26,3.791625,25.75,1982-11-26
1983-01-15,1983,1,15,ESD,1,1983-01-15,3.5415,21.75,1983-01-15
1983-05-23,1983,5,23,SEU,1,1983-05-23,4.541625,38.375,1983-05-23
1983-10-14,1983,10,14,SEU,1,1983-10-14,3.458375,21.5,1983-10-14
1985-06-01,1985,6,1,SEU,1,1985-06-01,3.208375,17.75,1985-06-01
1987-05-05,1987,5,5,SEU,1,1987-05-05,1.083375,4.25,1987-05-05
1988-04-15,1988,4,15,SEU,1,1988-04-15,1.41675,5.625,1988-04-15
1988-04-30,1988,4,30,SEU,1,1988-04-30,1.875,7.25,1988-04-30
1988-08-12,1988,8,12,SEU,1,1988-08-12,3.041625,16.25,1988-08-12
1981-08-20,1981,8,20,ESD,1,1981-08-20,1.95825,7.875,1981-08-20
1981-08-23,1981,8,23,ESD,1,1981-08-23,5.166625,56.0,1981-08-23
1981-08-28,1981,8,28,ESD,1,1981-08-28,3.33325,18.5,1981-08-28
1981-08-29,1981,8,29,ESD,1,1981-08-29,3.1248750000000003,17.5,1981-08-29
1981-09-11,1981,9,11,ESD,1,1981-09-11,3.416625,21.0,1981-09-11
1981-09-12,1981,9,12,ESD,1,1981-09-12,2.416625,10.375,1981-09-12
1981-09-18,1981,9,18,SEU,1,1981-09-18,2.041625,18.125,1981-09-18
1981-10-10,1981,10,10,ESD,1,1981-10-10,3.791625,26.875,1981-10-10
1981-10-11,1981,10,11,ESD,1,1981-10-11,4.75,45.75,1981-10-11
1981-10-21,1981,10,21,ESD,1,1981-10-21,4.08325,33.125,1981-10-21
1981-11-12,1981,11,12,ESD,1,1981-11-12,3.708375,38.75,1981-11-12
1981-11-19,1981,11,19,ESD,1,1981-11-19,2.91675,14.375,1981-11-19
1981-11-22,1981,11,22,ESD,1,1981-11-22,2.416625,11.0,1981-11-22
1982-02-05,1982,2,5,ESD,1,1982-02-05,4.208375,37.0,1982-02-05
1982-02-14,1982,2,14,ESD,1,1982-02-14,4.666625,41.875,1982-02-14
1982-02-26,1982,2,26,ESD,1,1982-02-26,4.625,42.875,1982-02-26
1982-03-22,1982,3,22,ESD,1,1982-03-22,4.124875,38.25,1982-03-22
1982-04-03,1982,4,3,ESD,1,1982-04-03,4.916625,47.75,1982-04-03
1982-04-27,1982,4,27,SEU,1,1982-04-27,3.20825,24.125,1982-04-27
1982-04-28,1982,4,28,ESD,1,1982-04-28,3.5,21.375,1982-04-28
1982-07-27,1982,7,27,SEU,1,1982-07-27,3.750125,26.75,1982-07-27
1982-09-04,1982,9,4,ESD,1,1982-09-04,4.208375,32.25,1982-09-04
1982-10-02,1982,10,2,ESD,1,1982-10-02,3.666625,24.375,1982-10-02
1982-10-03,1982,10,3,ESD,1,1982-10-03,2.16675,9.5,1982-10-03
1982-10-07,1982,10,7,ESD,1,1982-10-07,4.124875,35.125,1982-10-07
1983-01-01,1983,1,1,SEU,1,1983-01-01,2.50025,11.375,1983-01-01
1983-01-18,1983,1,18,ESD,1,1983-01-18,4.208375,31.5,1983-01-18
1983-02-07,1983,2,7,ESD,1,1983-02-07,4.624875,43.375,1983-02-07
1983-02-08,1983,2,8,ESD,1,1983-02-08,2.958375,17.75,1983-02-08
1983-03-22,1983,3,22,ESD,1,1983-03-22,2.08325,8.75,1983-03-22
1983-03-23,1983,3,23,UNK,1,1983-03-23,2.125125,8.75,1983-03-23
1983-03-24,1983,3,24,ESD,1,1983-03-24,2.333375,10.5,1983-03-24
1983-03-30,1983,3,30,ESD,1,1983-03-30,3.916625,26.875,1983-03-30
1983-04-04,1983,4,4,ESD,1,1983-04-04,3.04175,16.375,1983-04-04
1983-04-07,1983,4,7,ESD,1,1983-04-07,4.33325,34.25,1983-04-07
1983-04-10,1983,4,10,ESD,1,1983-04-10,3.624875,22.5,1983-04-10
1983-04-12,1983,4,12,SEU,1,1983-04-12,2.500125,11.375,1983-04-12
1983-04-15,1983,4,15,ESD,1,1983-04-15,5.29175,59.375,1983-04-15
1983-04-27,1983,4,27,ESD,1,1983-04-27,2.79175,13.875,1983-04-27
1983-08-25,1983,8,25,ESD,1,1983-08-25,4.291625,36.125,1983-08-25
1983-08-26,1983,8,26,ESD,1,1983-08-26,3.708375,26.5,1983-08-26
1984-01-01,1984,1,1,ESD,1,1984-01-01,4.04175,28.25,1984-01-01
1984-03-30,1984,3,30,ESD,1,1984-03-30,4.124875,29.25,1984-03-30
1984-04-26,1984,4,26,SEU,1,1984-04-26,6.41675,102.875,1984-04-26
1984-07-01,1984,7,1,UNK,1,1984-07-01,2.625,14.25,1984-07-01
1984-07-09,1984,7,9,SEU,1,1984-07-09,2.208375,9.125,1984-07-09
1984-07-22,1984,7,22,UNK,1,1984-07-22,2.125125,8.875,1984-07-22
1984-07-30,1984,7,30,UNK,1,1984-07-30,1.958375,8.0,1984-07-30
1985-04-12,1985,4,12,SEU,1,1985-04-12,1.2915,4.875,1985-04-12
1985-06-06,1985,6,6,SEU,1,1985-06-06,3.458375,25.0,1985-06-06
1985-09-10,1985,9,10,SEU,1,1985-09-10,2.54175,12.125,1985-09-10
1985-10-14,1985,10,14,SEU,1,1985-10-14,2.000125,8.5,1985-10-14
1986-07-10,1986,7,10,SEU,1,1986-07-10,1.583375,6.375,1986-07-10
1986-09-14,1986,9,14,SEU,1,1986-09-14,2.375125,12.125,1986-09-14
1987-02-19,1987,2,19,UNK,1,1987-02-19,1.208375,4.75,1987-02-19
1987-10-05,1987,10,5,UNK,1,1987-10-05,1.499875,5.625,1987-10-05
1987-10-16,1987,10,16,UNK,1,1987-10-16,2.70825,12.875,1987-10-16
1988-01-31,1988,1,31,UNK,1,1988-01-31,0.58325,2.625,1988-01-31
1989-03-12,1989,3,12,SEU,1,1989-03-12,3.54175,23.25,1989-03-12
1984-07-07,1984,7,7,SEU,1,1984-07-07,1.833375,7.25,1984-07-07
1984-07-19,1984,7,19,SEU,1,1984-07-19,2.91675,14.5,1984-07-19
1984-09-04,1984,9,4,SEU,1,1984-09-04,4.54175,58.625,1984-09-04
1985-09-25,1985,9,25,SEU,1,1985-09-25,3.2085,17.875,1985-09-25
1986-03-17,1986,3,17,ESD,1,1986-03-17,1.5835,6.125,1986-03-17
1986-06-25,1986,6,25,SEU,1,1986-06-25,0.70825,3.125,1986-06-25
1986-10-08,1986,10,8,SEU,1,1986-10-08,1.41675,5.625,1986-10-08
1986-12-06,1986,12,6,SEU,1,1986-12-06,1.041625,4.125,1986-12-06
1987-04-29,1987,4,29,SEU,1,1987-04-29,1.08325,4.375,1987-04-29
1987-05-14,1987,5,14,SEU,1,1987-05-14,2.208375,9.0,1987-05-14
1987-06-24,1987,6,24,UNK,1,1987-06-24,1.583375,6.75,1987-06-24
1987-09-16,1987,9,16,UNK,1,1987-09-16,3.29175,18.875,1987-09-16
1987-09-18,1987,9,18,UNK,1,1987-09-18,1.999875,7.375,1987-09-18
1987-09-25,1987,9,25,UNK,1,1987-09-25,4.708375,45.5,1987-09-25
1987-11-01,1987,11,1,UNK,1,1987-11-01,1.79175,7.375,1987-11-01
1987-11-11,1987,11,11,UNK,1,1987-11-11,2.791625,13.5,1987-11-11
