ADATE,Year,Month,Day,Anamolytype,Anamoly,Kp,ap,Date
1967-01-08,1967,1,8,NA,0,4.999875,60.125,1967-01-08
1967-01-09,1967,1,9,NA,0,2.58325,12.25,1967-01-09
1967-01-10,1967,1,10,NA,0,1.124875,4.375,1967-01-10
1967-01-11,1967,1,11,NA,0,3.041625,15.875,1967-01-11
1967-01-12,1967,1,12,NA,0,0.374875,1.875,1967-01-12
1967-01-13,1967,1,13,NA,0,3.29175,26.375,1967-01-13
1967-01-14,1967,1,14,NA,0,3.916625,61.0,1967-01-14
1967-01-15,1967,1,15,NA,0,2.04175,8.75,1967-01-15
1967-01-16,1967,1,16,NA,0,2.125,9.0,1967-01-16
1967-01-17,1967,1,17,NA,0,1.0415,4.125,1967-01-17
1967-01-18,1967,1,18,NA,0,1.2915,4.875,1967-01-18
1967-01-19,1967,1,19,NA,0,1.166625,4.625,1967-01-19
1967-01-20,1967,1,20,NA,0,2.708125,13.375,1967-01-20
1967-01-21,1967,1,21,NA,0,2.08325,8.75,1967-01-21
1967-01-22,1967,1,22,NA,0,1.041625,4.125,1967-01-22
1967-01-23,1967,1,23,NA,0,1.375,5.25,1967-01-23
1967-01-24,1967,1,24,NA,0,0.458125,2.125,1967-01-24
1967-01-25,1967,1,25,NA,0,1.250125,4.75,1967-01-25
1967-01-26,1967,1,26,NA,0,0.95825,3.625,1967-01-26
1967-01-27,1967,1,27,NA,0,0.875,3.625,1967-01-27
1967-01-28,1967,1,28,NA,0,2.41675,12.0,1967-01-28
1967-01-29,1967,1,29,NA,0,1.1251250000000002,4.375,1967-01-29
1967-01-30,1967,1,30,NA,0,0.625125,2.875,1967-01-30
1967-01-31,1967,1,31,NA,0,0.5,2.375,1967-01-31
1967-02-01,1967,2,1,NA,0,1.083375,4.125,1967-02-01
1967-02-02,1967,2,2,NA,0,0.5,2.25,1967-02-02
1967-02-03,1967,2,3,NA,0,0.5,2.0,1967-02-03
1967-02-04,1967,2,4,NA,0,2.3748750000000003,11.375,1967-02-04
1967-02-05,1967,2,5,NA,0,2.708375,15.0,1967-02-05
1967-02-06,1967,2,6,NA,0,1.70825,7.125,1967-02-06
1967-02-07,1967,2,7,NA,0,3.0,30.25,1967-02-07
1967-02-08,1967,2,8,NA,0,4.791875,45.625,1967-02-08
1967-02-09,1967,2,9,NA,0,1.58325,7.625,1967-02-09
1967-02-10,1967,2,10,NA,0,0.375,1.625,1967-02-10
1967-02-11,1967,2,11,NA,0,2.333375,11.375,1967-02-11
1967-02-12,1967,2,12,NA,0,0.541625,2.5,1967-02-12
1967-02-13,1967,2,13,NA,0,0.91675,3.625,1967-02-13
1967-02-14,1967,2,14,NA,0,1.124875,4.25,1967-02-14
1967-02-15,1967,2,15,NA,0,1.0,6.625,1967-02-15
1967-02-16,1967,2,16,NA,0,4.91675,64.375,1967-02-16
1967-02-17,1967,2,17,NA,0,2.916625,14.75,1967-02-17
1967-02-18,1967,2,18,NA,0,1.20825,4.625,1967-02-18
1967-02-19,1967,2,19,NA,0,1.375,5.0,1967-02-19
1967-02-20,1967,2,20,NA,0,1.25,4.75,1967-02-20
1967-02-21,1967,2,21,NA,0,1.45825,5.5,1967-02-21
1967-02-22,1967,2,22,NA,0,1.833375,7.0,1967-02-22
1967-02-23,1967,2,23,NA,0,2.70825,14.0,1967-02-23
1967-02-24,1967,2,24,NA,0,1.124875,4.375,1967-02-24
1967-02-25,1967,2,25,NA,0,2.83325,15.125,1967-02-25
1967-02-26,1967,2,26,NA,0,2.45825,11.0,1967-02-26
1967-02-27,1967,2,27,NA,0,1.374875,5.25,1967-02-27
1967-02-28,1967,2,28,NA,0,1.166625,4.5,1967-02-28
1967-03-01,1967,3,1,NA,0,1.375,5.375,1967-03-01
1967-03-02,1967,3,2,NA,0,1.04175,4.0,1967-03-02
1967-03-03,1967,3,3,NA,0,1.91675,8.25,1967-03-03
1967-03-04,1967,3,4,NA,0,1.4585,5.5,1967-03-04
1967-03-05,1967,3,5,NA,0,2.45825,10.875,1967-03-05
1967-03-06,1967,3,6,NA,0,2.0,7.875,1967-03-06
1967-03-07,1967,3,7,NA,0,1.166625,5.0,1967-03-07
1967-03-08,1967,3,8,NA,0,0.45825,2.125,1967-03-08
1967-03-09,1967,3,9,NA,0,2.333375,12.0,1967-03-09
1967-03-10,1967,3,10,NA,0,1.625,8.5,1967-03-10
1967-03-11,1967,3,11,NA,0,0.33325,1.625,1967-03-11
1967-03-12,1967,3,12,NA,0,0.458375,2.25,1967-03-12
1967-03-13,1967,3,13,NA,0,1.375125,5.375,1967-03-13
1967-03-14,1967,3,14,NA,0,1.250125,5.125,1967-03-14
1967-03-15,1967,3,15,NA,0,0.45825,2.25,1967-03-15
1967-03-16,1967,3,16,NA,0,0.70825,2.875,1967-03-16
1967-03-17,1967,3,17,NA,0,1.166625,4.5,1967-03-17
1967-03-18,1967,3,18,NA,0,3.083375,23.25,1967-03-18
1967-03-19,1967,3,19,NA,0,3.66675,25.875,1967-03-19
1967-03-20,1967,3,20,NA,0,2.666625,12.625,1967-03-20
1967-03-21,1967,3,21,NA,0,2.1248750000000003,10.0,1967-03-21
1967-03-22,1967,3,22,NA,0,0.999875,4.125,1967-03-22
1967-03-23,1967,3,23,NA,0,1.04175,4.5,1967-03-23
1967-03-24,1967,3,24,NA,0,0.708125,3.125,1967-03-24
1967-03-25,1967,3,25,NA,0,0.875,3.625,1967-03-25
1967-03-26,1967,3,26,NA,0,1.083375,4.125,1967-03-26
1967-03-27,1967,3,27,NA,0,3.25,17.5,1967-03-27
1967-03-28,1967,3,28,NA,0,1.875125,8.125,1967-03-28
1967-03-29,1967,3,29,NA,0,1.500125,6.125,1967-03-29
1967-03-30,1967,3,30,NA,0,2.41675,10.625,1967-03-30
1967-03-31,1967,3,31,NA,0,0.708125,3.25,1967-03-31
1967-04-01,1967,4,1,NA,0,2.875125,17.5,1967-04-01
1967-04-02,1967,4,2,NA,0,2.333375,11.75,1967-04-02
1967-04-03,1967,4,3,NA,0,1.083375,4.875,1967-04-03
1967-04-04,1967,4,4,NA,0,2.583375,15.0,1967-04-04
1967-04-05,1967,4,5,NA,0,2.4585,10.75,1967-04-05
1967-04-06,1967,4,6,UNK,1,2.5,11.75,1967-04-06
1967-04-07,1967,4,7,NA,0,1.91675,8.125,1967-04-07
1967-04-08,1967,4,8,NA,0,1.375125,5.125,1967-04-08
1967-04-09,1967,4,9,NA,0,1.16675,5.0,1967-04-09
1967-04-10,1967,4,10,NA,0,1.416625,5.375,1967-04-10
1967-04-11,1967,4,11,NA,0,0.87475,3.625,1967-04-11
1967-04-12,1967,4,12,NA,0,0.95825,4.5,1967-04-12
1967-04-13,1967,4,13,NA,0,0.541625,2.5,1967-04-13
1967-04-14,1967,4,14,NA,0,0.750125,3.25,1967-04-14
1967-04-15,1967,4,15,NA,0,0.916625,3.75,1967-04-15
1967-04-16,1967,4,16,NA,0,2.291625,10.0,1967-04-16
1967-04-17,1967,4,17,NA,0,2.041875,10.5,1967-04-17
1967-04-18,1967,4,18,NA,0,1.75,7.125,1967-04-18
1967-04-19,1967,4,19,NA,0,3.41675,20.25,1967-04-19
1967-04-20,1967,4,20,NA,0,1.791625,7.0,1967-04-20
1967-04-21,1967,4,21,NA,0,1.9165,7.0,1967-04-21
1967-04-22,1967,4,22,NA,0,3.16675,18.0,1967-04-22
1967-04-23,1967,4,23,NA,0,3.041625,21.375,1967-04-23
1967-04-24,1967,4,24,NA,0,4.0,29.0,1967-04-24
1967-04-25,1967,4,25,NA,0,1.708375,7.875,1967-04-25
1967-04-26,1967,4,26,NA,0,0.624875,2.875,1967-04-26
1967-04-27,1967,4,27,NA,0,0.6667500000000001,3.0,1967-04-27
1967-04-28,1967,4,28,NA,0,0.58325,2.75,1967-04-28
1967-04-29,1967,4,29,NA,0,1.375,5.25,1967-04-29
1967-04-30,1967,4,30,NA,0,0.8335,3.375,1967-04-30
1967-05-01,1967,5,1,NA,0,2.583375,14.5,1967-05-01
1967-05-02,1967,5,2,NA,0,3.583375,24.75,1967-05-02
1967-05-03,1967,5,3,NA,0,5.916625,87.0,1967-05-03
1967-05-04,1967,5,4,NA,0,2.50025,11.875,1967-05-04
1967-05-05,1967,5,5,NA,0,2.25,9.625,1967-05-05
1967-05-06,1967,5,6,NA,0,1.541625,6.125,1967-05-06
1967-05-07,1967,5,7,NA,0,2.41675,15.75,1967-05-07
1967-05-08,1967,5,8,NA,0,1.416625,5.25,1967-05-08
1967-05-09,1967,5,9,NA,0,1.20825,4.625,1967-05-09
1967-05-10,1967,5,10,NA,0,1.791625,6.75,1967-05-10
1967-05-11,1967,5,11,NA,0,2.16675,10.25,1967-05-11
1967-05-12,1967,5,12,NA,0,2.5415,12.875,1967-05-12
1967-05-13,1967,5,13,NA,0,2.625125,13.5,1967-05-13
1967-05-14,1967,5,14,NA,0,2.208375,9.75,1967-05-14
1967-05-15,1967,5,15,NA,0,1.5415,6.5,1967-05-15
1967-05-16,1967,5,16,NA,0,1.5415,5.75,1967-05-16
1967-05-17,1967,5,17,NA,0,2.5,11.125,1967-05-17
1967-05-18,1967,5,18,NA,0,1.74975,6.875,1967-05-18
1967-05-19,1967,5,19,NA,0,1.875125,7.75,1967-05-19
1967-05-20,1967,5,20,NA,0,1.4165,5.5,1967-05-20
1967-05-21,1967,5,21,NA,0,1.33325,6.0,1967-05-21
1967-05-22,1967,5,22,NA,0,0.7915,3.375,1967-05-22
1967-05-23,1967,5,23,NA,0,1.833375,9.125,1967-05-23
1967-05-24,1967,5,24,NA,0,2.33325,11.375,1967-05-24
1967-05-25,1967,5,25,NA,0,5.291625,130.25,1967-05-25
1967-05-26,1967,5,26,NA,0,6.3335,145.5,1967-05-26
1967-05-27,1967,5,27,NA,0,3.2915,19.625,1967-05-27
1967-05-28,1967,5,28,NA,0,4.875125,54.625,1967-05-28
1967-05-29,1967,5,29,NA,0,4.29175,45.125,1967-05-29
1967-05-30,1967,5,30,NA,0,3.91675,42.0,1967-05-30
1967-05-31,1967,5,31,NA,0,3.95825,43.375,1967-05-31
1967-06-01,1967,6,1,NA,0,0.875,3.625,1967-06-01
1967-06-02,1967,6,2,NA,0,2.041625,9.0,1967-06-02
1967-06-03,1967,6,3,NA,0,1.749875,6.625,1967-06-03
1967-06-04,1967,6,4,NA,0,2.416875,12.875,1967-06-04
1967-06-05,1967,6,5,NA,0,3.3748750000000003,36.25,1967-06-05
1967-06-06,1967,6,6,NA,0,3.791625,45.5,1967-06-06
1967-06-07,1967,6,7,NA,0,2.3335,22.25,1967-06-07
1967-06-08,1967,6,8,NA,0,2.666875,15.375,1967-06-08
1967-06-09,1967,6,9,NA,0,2.70825,14.25,1967-06-09
1967-06-10,1967,6,10,NA,0,1.54175,6.625,1967-06-10
1967-06-11,1967,6,11,NA,0,1.249875,5.5,1967-06-11
1967-06-12,1967,6,12,NA,0,1.291625,4.875,1967-06-12
1967-06-13,1967,6,13,NA,0,1.5835,6.125,1967-06-13
1967-06-14,1967,6,14,NA,0,2.875,14.5,1967-06-14
1967-06-15,1967,6,15,NA,0,1.83325,9.25,1967-06-15
1967-06-16,1967,6,16,NA,0,1.541625,5.625,1967-06-16
1967-06-17,1967,6,17,NA,0,2.125,9.25,1967-06-17
1967-06-18,1967,6,18,NA,0,0.875,4.0,1967-06-18
1967-06-19,1967,6,19,NA,0,1.124875,4.875,1967-06-19
1967-06-20,1967,6,20,NA,0,0.9585,3.875,1967-06-20
1967-06-21,1967,6,21,NA,0,1.08325,4.25,1967-06-21
1967-06-22,1967,6,22,NA,0,1.2915,5.0,1967-06-22
1967-06-23,1967,6,23,NA,0,0.95825,3.875,1967-06-23
1967-06-24,1967,6,24,NA,0,0.875125,3.625,1967-06-24
1967-06-25,1967,6,25,NA,0,3.29175,23.5,1967-06-25
1967-06-26,1967,6,26,NA,0,3.416625,24.375,1967-06-26
1967-06-27,1967,6,27,NA,0,3.08325,19.375,1967-06-27
1967-06-28,1967,6,28,NA,0,2.083125,9.75,1967-06-28
1967-06-29,1967,6,29,NA,0,2.0,9.125,1967-06-29
1967-06-30,1967,6,30,NA,0,2.8748750000000003,13.875,1967-06-30
1967-07-01,1967,7,1,NA,0,3.083375,16.625,1967-07-01
1967-07-02,1967,7,2,NA,0,1.416625,6.75,1967-07-02
1967-07-03,1967,7,3,NA,0,0.83325,3.5,1967-07-03
1967-07-04,1967,7,4,NA,0,1.541625,6.25,1967-07-04
1967-07-05,1967,7,5,NA,0,3.000125,15.875,1967-07-05
1967-07-06,1967,7,6,NA,0,1.791625,8.375,1967-07-06
1967-07-07,1967,7,7,NA,0,2.249875,11.75,1967-07-07
1967-07-08,1967,7,8,NA,0,0.95825,3.875,1967-07-08
1967-07-09,1967,7,9,NA,0,0.75,3.25,1967-07-09
1967-07-10,1967,7,10,NA,0,0.791625,3.375,1967-07-10
1967-07-11,1967,7,11,NA,0,3.5,21.0,1967-07-11
1967-07-12,1967,7,12,NA,0,2.0835,8.375,1967-07-12
1967-07-13,1967,7,13,NA,0,1.54175,6.625,1967-07-13
1967-07-14,1967,7,14,NA,0,1.791625,7.0,1967-07-14
1967-07-15,1967,7,15,NA,0,1.625125,7.875,1967-07-15
1967-07-16,1967,7,16,NA,0,1.000125,4.375,1967-07-16
1967-07-17,1967,7,17,NA,0,1.125,4.5,1967-07-17
1967-07-18,1967,7,18,NA,0,1.833375,7.0,1967-07-18
1967-07-19,1967,7,19,NA,0,1.041625,4.5,1967-07-19
1967-07-20,1967,7,20,NA,0,1.333375,5.0,1967-07-20
1967-07-21,1967,7,21,NA,0,1.25,4.75,1967-07-21
1967-07-22,1967,7,22,NA,0,0.791875,3.375,1967-07-22
1967-07-23,1967,7,23,NA,0,2.29175,14.5,1967-07-23
1967-07-24,1967,7,24,NA,0,1.958375,7.875,1967-07-24
1967-07-25,1967,7,25,NA,0,2.249875,10.625,1967-07-25
1967-07-26,1967,7,26,NA,0,1.4585,5.75,1967-07-26
1967-07-27,1967,7,27,NA,0,1.083375,4.25,1967-07-27
1967-07-28,1967,7,28,NA,0,2.416625,11.625,1967-07-28
1967-07-29,1967,7,29,NA,0,2.375,12.375,1967-07-29
1967-07-30,1967,7,30,NA,0,2.20825,16.875,1967-07-30
1967-07-31,1967,7,31,NA,0,0.291375,1.75,1967-07-31
1967-08-01,1967,8,1,NA,0,0.958375,3.875,1967-08-01
1967-08-02,1967,8,2,NA,0,0.5413749999999999,2.5,1967-08-02
1967-08-03,1967,8,3,NA,0,0.7498750000000001,3.125,1967-08-03
1967-08-04,1967,8,4,NA,0,1.875,8.125,1967-08-04
1967-08-05,1967,8,5,NA,0,1.9165,7.875,1967-08-05
1967-08-06,1967,8,6,NA,0,1.541625,5.875,1967-08-06
1967-08-07,1967,8,7,NA,0,2.041625,9.125,1967-08-07
1967-08-08,1967,8,8,NA,0,2.41675,10.625,1967-08-08
1967-08-09,1967,8,9,NA,0,1.583375,6.75,1967-08-09
1967-08-10,1967,8,10,NA,0,2.70825,12.75,1967-08-10
1967-08-11,1967,8,11,NA,0,3.708375,24.5,1967-08-11
1967-08-12,1967,8,12,NA,0,1.7915,7.75,1967-08-12
1967-08-13,1967,8,13,NA,0,1.458375,5.875,1967-08-13
1967-08-14,1967,8,14,NA,0,2.166625,9.5,1967-08-14
1967-08-15,1967,8,15,NA,0,1.70825,6.375,1967-08-15
1967-08-16,1967,8,16,NA,0,2.0415,8.25,1967-08-16
1967-08-17,1967,8,17,NA,0,3.166625,18.625,1967-08-17
1967-08-18,1967,8,18,NA,0,2.91675,14.5,1967-08-18
1967-08-19,1967,8,19,NA,0,2.25,9.0,1967-08-19
1967-08-20,1967,8,20,NA,0,2.4585,10.625,1967-08-20
1967-08-21,1967,8,21,NA,0,1.583375,5.75,1967-08-21
1967-08-22,1967,8,22,NA,0,1.33325,5.0,1967-08-22
1967-08-23,1967,8,23,NA,0,1.29175,5.25,1967-08-23
1967-08-24,1967,8,24,NA,0,1.91675,7.25,1967-08-24
1967-08-25,1967,8,25,NA,0,2.875,14.375,1967-08-25
1967-08-26,1967,8,26,NA,0,2.208375,9.625,1967-08-26
1967-08-27,1967,8,27,NA,0,1.916625,7.125,1967-08-27
1967-08-28,1967,8,28,NA,0,1.541625,5.75,1967-08-28
1967-08-29,1967,8,29,NA,0,1.91675,7.5,1967-08-29
1967-08-30,1967,8,30,NA,0,2.29175,10.375,1967-08-30
1967-08-31,1967,8,31,NA,0,2.458125,10.875,1967-08-31
1967-09-01,1967,9,1,NA,0,3.70825,24.625,1967-09-01
1967-09-02,1967,9,2,NA,0,3.083375,18.5,1967-09-02
1967-09-03,1967,9,3,NA,0,1.5,5.625,1967-09-03
1967-09-04,1967,9,4,NA,0,1.583375,6.25,1967-09-04
1967-09-05,1967,9,5,NA,0,0.875125,3.625,1967-09-05
1967-09-06,1967,9,6,NA,0,1.166625,4.5,1967-09-06
1967-09-07,1967,9,7,NA,0,1.75,8.625,1967-09-07
1967-09-08,1967,9,8,NA,0,2.041625,9.375,1967-09-08
1967-09-09,1967,9,9,NA,0,2.291875,10.75,1967-09-09
1967-09-10,1967,9,10,NA,0,0.74975,3.375,1967-09-10
1967-09-11,1967,9,11,NA,0,0.5415,2.625,1967-09-11
1967-09-12,1967,9,12,NA,0,0.958375,3.875,1967-09-12
1967-09-13,1967,9,13,NA,0,3.875,29.125,1967-09-13
1967-09-14,1967,9,14,NA,0,2.83325,13.875,1967-09-14
1967-09-15,1967,9,15,NA,0,2.58325,14.125,1967-09-15
1967-09-16,1967,9,16,NA,0,2.250125,10.75,1967-09-16
1967-09-17,1967,9,17,NA,0,1.45825,5.375,1967-09-17
1967-09-18,1967,9,18,NA,0,2.292,11.5,1967-09-18
1967-09-19,1967,9,19,NA,0,3.166625,18.25,1967-09-19
1967-09-20,1967,9,20,NA,0,4.79175,44.25,1967-09-20
1967-09-21,1967,9,21,NA,0,5.958375,85.375,1967-09-21
1967-09-22,1967,9,22,NA,0,1.95825,9.625,1967-09-22
1967-09-23,1967,9,23,NA,0,0.833375,3.5,1967-09-23
1967-09-24,1967,9,24,NA,0,1.625,6.25,1967-09-24
1967-09-25,1967,9,25,NA,0,1.416625,6.125,1967-09-25
1967-09-26,1967,9,26,NA,0,1.041625,4.5,1967-09-26
1967-09-27,1967,9,27,NA,0,1.208375,4.625,1967-09-27
1967-09-28,1967,9,28,NA,0,4.291625,35.5,1967-09-28
1967-09-29,1967,9,29,NA,0,4.875,45.0,1967-09-29
1967-09-30,1967,9,30,NA,0,4.166625,34.75,1967-09-30
1967-10-01,1967,10,1,NA,0,2.083125,9.875,1967-10-01
1967-10-02,1967,10,2,NA,0,1.16675,4.875,1967-10-02
1967-10-03,1967,10,3,NA,0,1.833375,7.25,1967-10-03
1967-10-04,1967,10,4,NA,0,1.0,4.375,1967-10-04
1967-10-05,1967,10,5,NA,0,1.833375,6.75,1967-10-05
1967-10-06,1967,10,6,NA,0,1.500125,6.125,1967-10-06
1967-10-07,1967,10,7,NA,0,1.7915,6.875,1967-10-07
1967-10-08,1967,10,8,NA,0,2.125,11.5,1967-10-08
1967-10-09,1967,10,9,NA,0,2.8748750000000003,18.125,1967-10-09
1967-10-10,1967,10,10,NA,0,4.291625,32.75,1967-10-10
1967-10-11,1967,10,11,NA,0,2.458375,12.75,1967-10-11
1967-10-12,1967,10,12,NA,0,3.04175,19.0,1967-10-12
1967-10-13,1967,10,13,NA,0,2.125,9.375,1967-10-13
1967-10-14,1967,10,14,NA,0,2.583375,13.125,1967-10-14
1967-10-15,1967,10,15,NA,0,1.625,7.625,1967-10-15
1967-10-16,1967,10,16,NA,0,1.29175,4.875,1967-10-16
1967-10-17,1967,10,17,NA,0,2.25,9.625,1967-10-17
1967-10-18,1967,10,18,NA,0,1.708375,6.75,1967-10-18
1967-10-19,1967,10,19,NA,0,1.124875,4.5,1967-10-19
1967-10-20,1967,10,20,NA,0,0.70825,3.125,1967-10-20
1967-10-21,1967,10,21,NA,0,0.125,0.625,1967-10-21
1967-10-22,1967,10,22,NA,0,1.375,6.0,1967-10-22
1967-10-23,1967,10,23,NA,0,1.9165,7.875,1967-10-23
1967-10-24,1967,10,24,NA,0,1.08325,4.25,1967-10-24
1967-10-25,1967,10,25,NA,0,0.66675,3.0,1967-10-25
1967-10-26,1967,10,26,NA,0,0.583375,2.75,1967-10-26
1967-10-27,1967,10,27,NA,0,2.250125,10.125,1967-10-27
1967-10-28,1967,10,28,NA,0,3.708375,25.25,1967-10-28
1967-10-29,1967,10,29,NA,0,3.58325,25.0,1967-10-29
1967-10-30,1967,10,30,NA,0,2.33325,15.0,1967-10-30
1967-10-31,1967,10,31,NA,0,1.4165,6.625,1967-10-31
1967-11-01,1967,11,1,NA,0,0.7915,3.25,1967-11-01
1967-11-02,1967,11,2,NA,0,2.333375,10.0,1967-11-02
1967-11-03,1967,11,3,NA,0,3.375125,23.25,1967-11-03
1967-11-04,1967,11,4,NA,0,2.04175,9.375,1967-11-04
1967-11-05,1967,11,5,NA,0,2.41675,11.0,1967-11-05
1967-11-06,1967,11,6,NA,0,1.124875,4.375,1967-11-06
1967-11-07,1967,11,7,NA,0,0.666625,2.875,1967-11-07
1967-11-08,1967,11,8,NA,0,3.166625,18.375,1967-11-08
1967-11-09,1967,11,9,NA,0,2.29175,10.125,1967-11-09
1967-11-10,1967,11,10,NA,0,1.0,4.0,1967-11-10
1967-11-11,1967,11,11,NA,0,2.16675,16.625,1967-11-11
1967-11-12,1967,11,12,NA,0,3.541625,22.25,1967-11-12
1967-11-13,1967,11,13,NA,0,3.16675,17.125,1967-11-13
1967-11-14,1967,11,14,NA,0,2.33325,10.75,1967-11-14
1967-11-15,1967,11,15,NA,0,2.08325,10.375,1967-11-15
1967-11-16,1967,11,16,NA,0,2.1248750000000003,8.625,1967-11-16
1967-11-17,1967,11,17,NA,0,0.33325,1.75,1967-11-17
1967-11-18,1967,11,18,NA,0,0.583375,2.75,1967-11-18
1967-11-19,1967,11,19,NA,0,0.79175,3.25,1967-11-19
1967-11-20,1967,11,20,NA,0,0.374875,1.75,1967-11-20
1967-11-21,1967,11,21,NA,0,0.91675,4.625,1967-11-21
1967-11-22,1967,11,22,NA,0,2.499875,13.0,1967-11-22
1967-11-23,1967,11,23,NA,0,1.958375,8.0,1967-11-23
1967-11-24,1967,11,24,NA,0,3.33325,19.625,1967-11-24
1967-11-25,1967,11,25,NA,0,2.416625,10.75,1967-11-25
1967-11-26,1967,11,26,NA,0,2.041625,8.75,1967-11-26
1967-11-27,1967,11,27,NA,0,2.083375,8.5,1967-11-27
1967-11-28,1967,11,28,NA,0,3.041625,16.75,1967-11-28
1967-11-29,1967,11,29,NA,0,2.6665,14.5,1967-11-29
1967-11-30,1967,11,30,NA,0,2.58325,12.875,1967-11-30
1967-12-01,1967,12,1,NA,0,4.20825,33.375,1967-12-01
1967-12-02,1967,12,2,NA,0,2.666625,18.0,1967-12-02
1967-12-03,1967,12,3,NA,0,1.91675,8.125,1967-12-03
1967-12-04,1967,12,4,NA,0,1.75,6.875,1967-12-04
1967-12-05,1967,12,5,NA,0,2.16675,12.75,1967-12-05
1967-12-06,1967,12,6,NA,0,3.45825,20.75,1967-12-06
1967-12-07,1967,12,7,NA,0,3.416625,20.125,1967-12-07
1967-12-08,1967,12,8,NA,0,3.833375,26.375,1967-12-08
1967-12-09,1967,12,9,NA,0,2.250125,10.25,1967-12-09
1967-12-10,1967,12,10,NA,0,1.54175,6.375,1967-12-10
1967-12-11,1967,12,11,NA,0,0.624875,3.125,1967-12-11
1967-12-12,1967,12,12,NA,0,1.5001250000000002,5.625,1967-12-12
1967-12-13,1967,12,13,NA,0,1.20825,4.625,1967-12-13
1967-12-14,1967,12,14,NA,0,1.0,4.0,1967-12-14
1967-12-15,1967,12,15,NA,0,2.291625,10.25,1967-12-15
1967-12-16,1967,12,16,NA,0,2.041625,8.0,1967-12-16
1967-12-17,1967,12,17,NA,0,2.416625,11.25,1967-12-17
1967-12-18,1967,12,18,NA,0,3.29175,19.0,1967-12-18
1967-12-19,1967,12,19,NA,0,3.874875,30.0,1967-12-19
1967-12-20,1967,12,20,NA,0,4.0835,31.5,1967-12-20
1967-12-21,1967,12,21,NA,0,3.000125,15.5,1967-12-21
1967-12-22,1967,12,22,NA,0,2.625125,12.375,1967-12-22
1967-12-23,1967,12,23,NA,0,3.041625,16.5,1967-12-23
1967-12-24,1967,12,24,NA,0,1.33325,5.125,1967-12-24
1967-12-25,1967,12,25,NA,0,0.74975,3.25,1967-12-25
1967-12-26,1967,12,26,NA,0,1.625,6.625,1967-12-26
1967-12-27,1967,12,27,NA,0,1.958375,8.875,1967-12-27
1967-12-28,1967,12,28,NA,0,1.16675,5.0,1967-12-28
1967-12-29,1967,12,29,NA,0,1.25,5.625,1967-12-29
1967-12-30,1967,12,30,NA,0,2.20825,8.75,1967-12-30
1967-12-31,1967,12,31,NA,0,5.33325,59.125,1967-12-31
1968-01-01,1968,1,1,NA,0,3.75025,25.5,1968-01-01
1968-01-02,1968,1,2,NA,0,4.083375,35.0,1968-01-02
1968-01-03,1968,1,3,NA,0,1.91675,8.75,1968-01-03
1968-01-04,1968,1,4,NA,0,1.5835,7.0,1968-01-04
1968-01-05,1968,1,5,NA,0,2.333375,9.625,1968-01-05
1968-01-06,1968,1,6,NA,0,3.0,15.5,1968-01-06
1968-01-07,1968,1,7,NA,0,2.0,8.125,1968-01-07
1968-01-08,1968,1,8,NA,0,1.375,5.5,1968-01-08
1968-01-09,1968,1,9,NA,0,0.58325,2.625,1968-01-09
1968-01-10,1968,1,10,NA,0,1.333375,5.0,1968-01-10
1968-01-11,1968,1,11,NA,0,2.041625,10.375,1968-01-11
1968-01-12,1968,1,12,NA,0,2.791625,13.125,1968-01-12
1968-01-13,1968,1,13,NA,0,2.208375,9.0,1968-01-13
1968-01-14,1968,1,14,NA,0,2.45825,11.5,1968-01-14
1968-01-15,1968,1,15,NA,0,2.25,9.625,1968-01-15
1968-01-16,1968,1,16,NA,0,2.5,12.75,1968-01-16
1968-01-17,1968,1,17,NA,0,2.70825,13.125,1968-01-17
1968-01-18,1968,1,18,NA,0,2.166625,10.125,1968-01-18
1968-01-19,1968,1,19,NA,0,2.54175,13.125,1968-01-19
1968-01-20,1968,1,20,NA,0,2.791625,14.625,1968-01-20
1968-01-21,1968,1,21,NA,0,2.0835,8.5,1968-01-21
1968-01-22,1968,1,22,NA,0,2.166625,8.75,1968-01-22
1968-01-23,1968,1,23,NA,0,2.2498750000000003,10.0,1968-01-23
1968-01-24,1968,1,24,NA,0,2.291625,9.625,1968-01-24
1968-01-25,1968,1,25,NA,0,1.166625,4.5,1968-01-25
1968-01-26,1968,1,26,NA,0,2.54175,12.625,1968-01-26
1968-01-27,1968,1,27,NA,0,2.125,8.875,1968-01-27
1968-01-28,1968,1,28,NA,0,2.458375,13.625,1968-01-28
1968-01-29,1968,1,29,NA,0,2.7085,16.0,1968-01-29
1968-01-30,1968,1,30,NA,0,2.333375,10.75,1968-01-30
1968-01-31,1968,1,31,NA,0,1.875,8.375,1968-01-31
1968-02-01,1968,2,1,NA,0,2.250125,9.625,1968-02-01
1968-02-02,1968,2,2,NA,0,3.33325,19.125,1968-02-02
1968-02-03,1968,2,3,NA,0,3.000125,16.375,1968-02-03
1968-02-04,1968,2,4,NA,0,2.9165,16.875,1968-02-04
1968-02-05,1968,2,5,NA,0,1.70825,7.625,1968-02-05
1968-02-06,1968,2,6,NA,0,0.499875,2.375,1968-02-06
1968-02-07,1968,2,7,NA,0,0.95825,4.125,1968-02-07
1968-02-08,1968,2,8,NA,0,2.9165,14.25,1968-02-08
1968-02-09,1968,2,9,NA,0,3.166625,18.875,1968-02-09
1968-02-10,1968,2,10,NA,0,4.08325,36.25,1968-02-10
